var,lon,mode,lag,corr,abs_corr
thetao,W40p0,3,0,-0.651718413856745,0.651718413856745
thetao,W60p0,2,0,-0.6176878923688267,0.6176878923688267
so,W20p0,6,0,0.607256008152105,0.607256008152105
thetao,W30p0,5,0,0.5837750797798009,0.5837750797798009
thetao,W20p0,2,0,-0.5779072438146736,0.5779072438146736
so,W60p0,1,0,0.5574399500029273,0.5574399500029273
so,W10p0,3,0,0.551350078537414,0.551350078537414
thetao,W40p0,3,16,-0.5478293670642199,0.5478293670642199
so,W60p0,1,1,0.5411364653296894,0.5411364653296894
thetao,W10p0,8,18,-0.5328953356686933,0.5328953356686933
thetao,W60p0,2,1,-0.5250726599223436,0.5250726599223436
thetao,W30p0,5,1,0.5197361332573215,0.5197361332573215
thetao,W40p0,3,1,-0.517627308580621,0.517627308580621
thetao,W40p0,6,3,0.5107382655709236,0.5107382655709236
thetao,W40p0,3,17,-0.5103371474904527,0.5103371474904527
so,W10p0,3,1,0.5053364372303457,0.5053364372303457
so,W20p0,6,1,0.5043814629071843,0.5043814629071843
thetao,W40p0,3,15,-0.503890469380023,0.503890469380023
thetao,W30p0,3,14,-0.5034147662635717,0.5034147662635717
so,W60p0,1,2,0.5021743036328234,0.5021743036328234
thetao,W10p0,2,0,-0.4949491975763689,0.4949491975763689
thetao,W40p0,4,0,-0.4925063075787944,0.4925063075787944
thetao,W30p0,3,15,-0.4923747297987116,0.4923747297987116
thetao,W30p0,4,18,0.48386426006883815,0.48386426006883815
so,W60p0,1,15,0.4810958844128171,0.4810958844128171
thetao,W30p0,4,19,0.47842336200771723,0.47842336200771723
so,W60p0,1,16,0.4783284084700592,0.4783284084700592
thetao,W20p0,2,1,-0.4729634008943413,0.4729634008943413
thetao,W40p0,6,4,0.4705695211649174,0.4705695211649174
thetao,W10p0,8,19,-0.46861381087335874,0.46861381087335874
thetao,W60p0,2,2,-0.4652040421130151,0.4652040421130151
thetao,W10p0,2,1,-0.462252263600402,0.462252263600402
so,W40p0,2,18,0.46197686463559967,0.46197686463559967
thetao,W30p0,3,13,-0.46160718770226516,0.46160718770226516
so,W60p0,8,3,-0.46030416461652784,0.46030416461652784
so,W60p0,8,1,-0.458888726713123,0.458888726713123
so,W20p0,1,16,0.4579735259160823,0.4579735259160823
so,W20p0,1,15,0.4569270822963159,0.4569270822963159
so,W60p0,1,14,0.44932263694006574,0.44932263694006574
