alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-2.8738840151784046,2.003535795012245,3
100.0,-3.1544075286284667,1.555277333689281,3
70.0,-3.537303604984794,2.2963120593090296,3
60.0,-3.7708743458603267,2.7791668659048825,3
50.0,-4.104530922026753,3.451677847566499,3
40.0,-4.597771808303201,4.400844522364916,3
30.0,-5.36118297958251,5.785253181864625,3
10.0,-8.948031615602543,11.57039741975965,3
5.0,-11.054918057724699,14.654138584134921,3
4.0,-11.65371672390811,15.498849884432794,3
3.0,-12.371976556600627,16.49570154739096,3
1.0,-14.670657342038595,19.605364881590575,3
0.3,-16.422801238245473,21.966707328866068,3
0.1,-17.2698044134906,23.121254827534386,3
0.03,-17.64548961180319,23.636432829773764,3
0.01,-17.76330132290148,23.79836018013518,3
