N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,mean_n_features,mean_max_lag,n_folds_used
30.0,2.0,0.1,-1.0195374578327945,0.5018939145912996,0.5067018934265474,1.0582335167443966,63.333333333333336,20.0,3.0
