n_features,test_r2,delta_r2,max_lag_used
1,0.09041448794198625,,1
2,-0.043943227311566746,-0.134357715253553,2
3,0.35160953333416833,0.3955527606457351,8
4,0.3417727409188729,-0.009836792415295448,8
5,0.755578881763999,0.4138061408451261,16
6,0.7583101944788165,0.0027313127148175242,16
7,0.5955853997178866,-0.16272479476092994,16
8,0.6265532475786442,0.03096784786075757,16
9,0.6060654194889394,-0.02048782808970473,18
10,0.6080083929461857,0.0019429734572462554,18
11,0.5847638498620445,-0.023244543084141145,18
12,0.5854439932438139,0.0006801433817693603,18
13,0.5748034729469869,-0.01064052029682705,18
14,0.5676413012740082,-0.007162171672978612,19
15,0.5743346136508921,0.006693312376883864,25
16,0.46980877124568143,-0.10452584240521068,25
17,0.5985591215593188,0.12875035031363735,25
18,0.6085352085918602,0.00997608703254138,25
19,0.6152339378665324,0.006698729274672188,25
20,0.6200985236681473,0.0048645858016149734,25
21,0.6197443038370827,-0.0003542198310646505,25
22,0.703155403581647,0.08341109974456429,25
23,0.7062849733959267,0.003129569814279698,25
24,0.7038509226875873,-0.0024340507083393526,25
25,0.7046034738429352,0.0007525511553478914,25
26,0.7594534730187018,0.054849999175766606,25
27,0.7610310979678732,0.0015776249491713523,25
28,0.7825803727421077,0.021549274774234517,25
29,0.7758601042016855,-0.006720268540422181,25
30,0.7785004327050983,0.002640328503412781,25
31,0.778552490125534,5.205742043568051e-05,25
32,0.7739802968453837,-0.0045721932801502385,25
33,0.7894175557875409,0.015437258942157195,25
34,0.7704332006375458,-0.01898435514999508,25
35,0.7701687093619105,-0.0002644912756353257,25
36,0.7692614117730328,-0.0009072975888777535,25
37,0.771064665913686,0.0018032541406532987,25
38,0.7690794700579259,-0.00198519585576018,25
39,0.7707603978194361,0.001680927761510187,25
40,0.7698115134068643,-0.0009488844125717932,25
41,0.7647849649545561,-0.0050265484523082105,25
42,0.7564364151394287,-0.008348549815127337,25
43,0.7542151652792599,-0.0022212498601688058,25
44,0.7538535714839091,-0.00036159379535083414,25
45,0.7539749545754071,0.0001213830914980063,25
46,0.7541123286458091,0.00013737407040204097,25
47,0.7526103252594278,-0.0015020033863812898,25
48,0.7543904356882061,0.0017801104287782366,25
49,0.7635217912119042,0.009131355523698148,25
50,0.759927344244814,-0.0035944469670902146,25
51,0.7607395291939779,0.0008121849491639077,25
52,0.7599452717809666,-0.0007942574130113123,25
53,0.7607163543975417,0.0007710826165751028,25
54,0.7597852539722278,-0.0009311004253138577,25
55,0.7668361906523495,0.007050936680121689,25
56,0.7665873027208566,-0.00024888793149291377,25
57,0.7668956947352555,0.00030839201439891717,25
58,0.7635239997988299,-0.00337169493642564,25
59,0.7653688812599513,0.0018448814611213837,25
60,0.8074075854292376,0.042038704169286345,25
61,0.8213260568361196,0.01391847140688196,25
62,0.8210167014689044,-0.00030935536721521384,25
63,0.8202894441044926,-0.0007272573644118152,25
64,0.8188058829763133,-0.001483561128179267,25
65,0.8188441836613759,3.8300685062608864e-05,25
66,0.8178672600208005,-0.0009769236405754445,25
67,0.8156732189001834,-0.002194041120617052,25
68,0.815521680136296,-0.0001515387638874044,25
69,0.8123509898467847,-0.0031706902895113354,25
70,0.8072881194842121,-0.00506287036257258,25
71,0.8071386449902138,-0.0001494744939982695,25
72,0.8058923101932665,-0.001246334796947357,25
73,0.7808364221592184,-0.025055888034048013,25
74,0.7874941562845212,0.006657734125302794,25
75,0.7872285086648991,-0.00026564761962211136,25
76,0.7736100264500635,-0.013618482214835637,25
77,0.7750959149092769,0.0014858884592133803,25
78,0.7745339547088884,-0.0005619602003884561,25
79,0.7764857884613654,0.0019518337524769835,25
80,0.7705090329950861,-0.005976755466279293,25
81,0.7718643809311043,0.0013553479360182141,25
82,0.7704816395929216,-0.0013827413381827247,25
83,0.7710101429875791,0.0005285033946574869,25
84,0.7792448227717282,0.008234679784149157,25
85,0.7715166417814762,-0.007728180990252076,25
86,0.7569221328586908,-0.014594508922785354,25
87,0.746214404561955,-0.01070772829673583,25
88,0.7465401452792354,0.00032574071728042053,25
89,0.7466386328574703,9.848757823494037e-05,25
90,0.7544544440013876,0.007815811143917273,25
91,0.7557201619597481,0.0012657179583605016,25
92,0.7544300432684459,-0.0012901186913022444,25
93,0.7527437502899461,-0.0016862929784997593,25
94,0.745596210428795,-0.007147539861151131,25
95,0.7443041561575694,-0.0012920542712255845,25
96,0.7446986375566991,0.00039448139912967584,25
97,0.7423806931587033,-0.002317944397995819,25
98,0.7414837255990914,-0.0008969675596118831,25
99,0.7483093746011502,0.006825649002058842,25
100,0.7491033798878148,0.000794005286664623,25
101,0.7538568004405378,0.004753420552722987,25
102,0.7544615357105977,0.0006047352700598863,25
103,0.7534802055599502,-0.000981330150647497,25
104,0.7388856716323855,-0.014594533927564712,25
105,0.7378396528557397,-0.0010460187766457851,25
106,0.7378191765293727,-2.0476326367036002e-05,25
107,0.7577420086581672,0.019922832128794532,25
108,0.7152992104325744,-0.042442798225592826,25
109,0.706911528263937,-0.00838768216863739,25
