var,lon,mode,lag,corr,abs_corr
thetao,W30p0,5,0,0.647970571858442,0.647970571858442
so,W10p0,1,13,-0.6357353703904336,0.6357353703904336
thetao,W40p0,3,0,-0.6342251406764495,0.6342251406764495
thetao,W60p0,1,0,0.6326161661780042,0.6326161661780042
so,W40p0,3,0,-0.6324070973967859,0.6324070973967859
thetao,W40p0,4,0,-0.6298607920250422,0.6298607920250422
thetao,W20p0,3,9,0.6182122591677287,0.6182122591677287
thetao,W40p0,1,11,-0.6084821054954193,0.6084821054954193
thetao,W30p0,5,1,0.6079897006491242,0.6079897006491242
so,W60p0,1,1,0.6069768664776636,0.6069768664776636
thetao,W40p0,1,13,-0.6041870168641337,0.6041870168641337
thetao,W60p0,2,0,-0.6038158090605799,0.6038158090605799
thetao,W40p0,1,12,-0.6029828892485577,0.6029828892485577
so,W10p0,1,14,-0.6016212741374649,0.6016212741374649
so,W10p0,1,12,-0.5995185278095765,0.5995185278095765
thetao,W20p0,5,9,-0.5965273308105353,0.5965273308105353
thetao,W20p0,3,11,0.5912015332333577,0.5912015332333577
thetao,W20p0,3,10,0.5903951359616608,0.5903951359616608
thetao,W40p0,1,10,-0.5884170192193566,0.5884170192193566
thetao,W60p0,1,1,0.5873948917206021,0.5873948917206021
thetao,W10p0,3,9,-0.5866123232331942,0.5866123232331942
thetao,W20p0,5,10,-0.5846249793309728,0.5846249793309728
so,W30p0,3,0,0.5844703123830658,0.5844703123830658
thetao,W10p0,1,7,0.583827274861861,0.583827274861861
thetao,W20p0,1,3,0.5829311523060171,0.5829311523060171
thetao,W30p0,5,2,0.5817813776909451,0.5817813776909451
so,W10p0,5,23,-0.5807931668922861,0.5807931668922861
thetao,W20p0,3,12,0.5801036335845746,0.5801036335845746
thetao,W20p0,3,8,0.5744047492813027,0.5744047492813027
so,W40p0,1,11,-0.5712318298172436,0.5712318298172436
so,W60p0,1,2,0.5698660495046134,0.5698660495046134
thetao,W20p0,5,11,-0.5693258182211157,0.5693258182211157
thetao,W10p0,2,25,-0.5662823133097984,0.5662823133097984
thetao,W10p0,3,8,-0.5659357648715266,0.5659357648715266
thetao,W10p0,1,8,0.5642200293644765,0.5642200293644765
so,W20p0,1,17,0.5631310691551809,0.5631310691551809
thetao,W20p0,3,13,0.5613529206140803,0.5613529206140803
thetao,W20p0,1,2,0.5609567428820256,0.5609567428820256
thetao,W20p0,2,11,-0.5605522124305903,0.5605522124305903
thetao,W30p0,1,11,-0.5604277807620299,0.5604277807620299
so,W10p0,1,11,-0.5603656965839634,0.5603656965839634
thetao,W20p0,2,10,-0.5593723291262421,0.5593723291262421
so,W40p0,2,1,0.5587573469306878,0.5587573469306878
so,W10p0,7,1,0.5586497181976952,0.5586497181976952
