n_features,post_r2,delta_r2
1,0.19540544079292532,
2,0.5242515103789849,0.32884606958605955
3,0.5755491969280893,0.05129768654910438
4,0.5748613401044631,-0.000687856823626154
5,0.5745494300356162,-0.000311910068846899
6,0.6380950414367303,0.06354561140111414
7,0.6495420391426674,0.011446997705937045
8,0.6834952647543973,0.033953225611729865
9,0.6857970169004909,0.0023017521460936274
10,0.6861087242714616,0.0003117073709707485
11,0.686095711784145,-1.3012487316665933e-05
12,0.6977762340274651,0.011680522243320168
13,0.8332332305298471,0.13545699650238197
14,0.8345379869768152,0.0013047564469681472
15,0.8359225161169223,0.0013845291401070048
16,0.8434260451873203,0.007503529070398085
17,0.8484351258812668,0.005009080693946455
18,0.8487138650698379,0.000278739188571131
19,0.8593021280057485,0.01058826293591053
20,0.8591473926638733,-0.00015473534187515625
21,0.8663284280065378,0.007181035342664455
22,0.8651183378942586,-0.0012100901122791274
23,0.8930352793592843,0.027916941465025658
24,0.9033538719988349,0.010318592639550594
25,0.9033180839868058,-3.5788012029080996e-05
26,0.903288541478503,-2.9542508302782267e-05
27,0.9040338379411612,0.0007452964626581959
28,0.9064679354143611,0.002434097473199892
29,0.9067728360875388,0.0003049006731776771
30,0.9073412724513714,0.0005684363638326362
31,0.907229541322079,-0.00011173112929241391
32,0.9072193762630416,-1.016505903739251e-05
33,0.9072316791458388,1.2302882797188275e-05
34,0.938928816033488,0.03169713688764919
35,0.9383482114963028,-0.0005806045371852253
36,0.9419651805371798,0.0036169690408770494
37,0.9430764816024118,0.00111130106523194
38,0.9444136752843848,0.0013371936819730479
39,0.9455238245535533,0.0011101492691685255
40,0.9459722856035566,0.0004484610500032904
41,0.9459970007569671,2.4715153410515e-05
42,0.9473769161368255,0.0013799153798583763
43,0.953784892744775,0.0064079766079494505
44,0.9555592858689167,0.0017743931241417377
45,0.9572373205593615,0.0016780346904448074
46,0.9576827764798116,0.00044545592045008853
47,0.9595906397465506,0.0019078632667389739
48,0.9638008325734607,0.004210192826910153
49,0.9687765132397985,0.004975680666337801
50,0.9695303242847308,0.0007538110449323288
51,0.9719724727871706,0.002442148502439734
52,0.972027985410971,5.5512623800435534e-05
53,0.9721978060044567,0.00016982059348569223
54,0.9729966177364126,0.0007988117319558397
55,0.9732136581406875,0.00021704040427494853
56,0.9743319315628036,0.0011182734221161228
57,0.9751869895504213,0.0008550579876176467
58,0.976637753920105,0.0014507643696837214
59,0.9767145188825026,7.676496239761299e-05
60,0.9764410766104695,-0.00027344227203307536
