late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-2.2520161337756965,0.6905529969581072,0.899210220603553,0.43332560462839864,0.6905529969581075,0.8992102206035529,1,5
