N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,n_folds_used
5,0,0.0001,-1.213599635103368,1.6851229432210362,0.2820326840759646,0.7063907577527958,2
5,0,0.001,-1.2136795215432046,1.6852103535946137,0.28202621781002657,0.7063148493090802,2
5,0,0.01,-1.2144789594366376,1.6860848869541416,0.2819616824855227,0.7055581387083025,2
5,0,0.1,-1.222522392436339,1.6948650460412025,0.28132915453800533,0.6982224175873695,2
5,0,1.0,-1.302449135441162,1.7808786275782649,0.27634438588799337,0.6432139143783402,2
10,0,0.1,-1.4142206630168386,0.7309473552260144,0.510828292220552,1.0305713576882312,2
10,0,0.01,-1.414543581923915,0.7234295263379797,0.5117904521112693,1.0500366583049567,2
10,0,0.001,-1.4146770506043695,0.7227580258322555,0.5118832951994868,1.052069694435542,2
10,0,0.0001,-1.4146914951453655,0.7226917568775271,0.5118925452576965,1.0522738976145245,2
5,0,3.0,-1.4444454101134272,1.9301420447316733,0.2734714174764519,0.5868580298307238,2
10,0,1.0,-1.4606976342729547,0.8404944179489316,0.49837224646711015,0.8976348018813266,2
10,0,3.0,-1.5904609316267213,1.061415595417949,0.46285288072168373,0.7818503230494629,2
15,0,100.0,-1.6555539259244638,2.0262857236571055,0.36762807828799804,0.46768112189920996,2
5,0,10.0,-1.6696179273185705,2.1482972380377565,0.29372514751194617,0.5539810628147845,2
15,0,300.0,-1.6770359024745762,1.8913232438151155,0.3719018192601375,0.3091938099363048,2
15,1,300.0,-1.6999654768139525,1.816778880403609,0.3733903781742413,0.3649378380021506,2
10,0,100.0,-1.7139814303218306,1.6893186289341142,0.35524208310368227,0.5489434256420858,2
10,0,10.0,-1.7518505278422538,1.3969310393009893,0.39096885303053375,0.7153112150428823,2
10,0,30.0,-1.7642307570457136,1.6180605521203404,0.3598817367353908,0.6740485907695167,2
15,1,100.0,-1.7697914274340731,1.8772789747956167,0.3524952818960834,0.4811683550023058,2
15,0,30.0,-1.7789659381050025,1.9484946065092017,0.3586266233146719,0.5796254279997277,2
10,0,300.0,-1.791311419756175,1.595304521298873,0.3553069776781872,0.3554188350010705,2
15,1,1000.0,-1.8132020592237887,1.6422812913480966,0.3806549084806819,0.2009181333019728,2
5,0,30.0,-1.8187658211918116,2.212303638423418,0.32412736701563455,0.5232254254104955,2
15,0,1000.0,-1.8562992256238764,1.6348734563498426,0.37270681504303715,0.14299358319424482,2
10,1,300.0,-1.8623905984505265,1.5241602935537242,0.3439944559799396,0.4019446827039362,2
10,1,100.0,-1.8644214522472193,1.5781871081605923,0.32917477272826856,0.5286006202583615,2
10,1,30.0,-1.9420771528591256,1.6547427552744798,0.297581920812171,0.6001478646550128,2
5,1,100.0,-1.9546990719625446,2.0544835261334717,0.2577349730963586,0.41873645724921016,2
5,0,100.0,-1.9552497850396717,2.0486605909931646,0.34214065366705904,0.401989159936897,2
15,0,10.0,-1.9609803197361695,1.608522439284261,0.3755815111591406,0.6491625065085105,2
5,1,30.0,-1.9753691559489153,2.3244391357743504,0.2531762083291527,0.5078852600934833,2
10,1,1000.0,-2.003667390616209,1.3960004839334197,0.34883344848188047,0.21797268166982836,2
10,1,10.0,-2.0229456536033483,1.7910887480685629,0.288176616585872,0.688883237687914,2
10,0,1000.0,-2.028314040575604,1.3854087109573554,0.35532118280505165,0.16044575423362706,2
15,1,30.0,-2.0316627356703627,1.838770698052749,0.3111296263123195,0.5650393756518827,2
