N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,n_folds_used
10,1,100.0,-0.3507498787762371,0.3543692649727941,0.05667432989337611,0.45802052371764496,2
10,0,30.0,-0.39127404011158523,0.40748629726685565,0.11744909774695565,0.5640455812089835,2
10,0,100.0,-0.4272383214200587,0.400653889612652,0.07606401051902863,0.44262818390430914,2
10,1,30.0,-0.4500417941032743,0.486881270462708,0.12572227114484474,0.6267319928376963,2
10,0,10.0,-0.4931456654024161,0.5365801957825321,0.15232145369000172,0.6536128984037671,2
10,1,300.0,-0.5436481234485676,0.49543326476300364,0.01854537365640927,0.3123518066583843,2
5,0,30.0,-0.5795728250610718,0.7244891020962471,0.1899140142313316,0.6111703158919917,2
5,1,100.0,-0.5943322356629408,0.6916642123326144,0.11148287391467215,0.549501040787258,2
10,0,3.0,-0.6263153873296718,0.715486599098643,0.18680000735834137,0.7241836494094296,2
5,0,10.0,-0.6445933401541957,0.8071164514939718,0.23438729279651915,0.7078460307857029,2
10,1,10.0,-0.660690637701588,0.6707092076687584,0.1916632724697535,0.7777655079115549,2
5,1,30.0,-0.6849455167494891,0.7181050822275801,0.1411731218114384,0.7056861882493062,2
10,0,1.0,-0.696536089707359,0.8430803222549089,0.22246539519137612,0.7625435106522074,2
10,0,0.1,-0.727275043075954,0.9531580334937426,0.26933826400161176,0.7968536851048811,2
10,0,0.01,-0.7291924538250301,0.9688100997447326,0.2769054849974728,0.8033528661823145,2
10,0,0.001,-0.7293640269134956,0.9704441228210106,0.27769653949425027,0.8040826386997157,2
10,0,0.0001,-0.7293809827833951,0.9706082341408856,0.27777597073888405,0.8041565390363226,2
5,0,3.0,-0.7635871145524897,0.977984318963569,0.2781478949075011,0.7689544616105763,2
5,0,100.0,-0.8230933489900065,0.896595865020828,0.1557937414471847,0.4489775103325728,2
5,0,1.0,-0.832187826073481,1.0892562157166714,0.3030177849338618,0.7962419193924211,2
10,0,300.0,-0.8506640144568686,0.7346258753228497,0.05110483016368107,0.3067263926220549,2
5,0,0.1,-0.8747430440403634,1.1626552415162381,0.3194729117616991,0.8132164240770399,2
5,1,10.0,-0.8773838062604922,0.9087000161647536,0.17498348614548273,0.802914273116565,2
5,0,0.01,-0.8796068222538772,1.1711982178673845,0.32141257230168724,0.815242928799068,2
5,0,0.001,-0.8801005602826715,1.1720665694234382,0.32161008445765715,0.8154501448004488,2
5,0,0.0001,-0.8801500093778605,1.172153547413077,0.32162987183548203,0.8154709138625265,2
5,1,0.0001,-0.8900792721340594,1.1694656070521892,0.298058388671969,0.8572648564977997,2
5,1,0.001,-0.8902851048310076,1.1695305380927328,0.2980275580508527,0.8572843797825782,2
5,1,0.01,-0.8923274162023829,1.1701674351501132,0.2977172208584502,0.8574792972151757,2
5,1,0.1,-0.911215056350942,1.1754179332804164,0.29446259581253337,0.8593660448709826,2
10,1,3.0,-0.9348545101724409,0.7110988573841558,0.23486229851067392,0.9174111133715255,2
5,1,300.0,-0.9627866140438973,1.0159809327538363,0.09382045507081295,0.3720434793589664,2
5,1,1.0,-1.0029579945910294,1.1740479117521543,0.2632442785025615,0.8676103413449026,2
5,1,3.0,-1.0098953226464669,1.1006716090023427,0.22280122369686106,0.8570639065853781,2
10,1,1.0,-1.2378065135595269,0.4785616377720395,0.24218499130299742,1.025976879870584,2
15,0,100.0,-1.2632531532502678,1.2985898503487057,0.08474946972347658,0.3944530040757901,2
15,0,300.0,-1.3663737212556277,1.3438984596387653,0.06171001717296584,0.26795769178655715,2
10,1,1000.0,-1.5240461556549212,1.3852534412865185,0.0005108410778600497,0.16909889286616836,2
15,1,300.0,-1.567314953531829,1.5694539536499887,0.06116350168021946,0.2885442674241751,2
5,0,300.0,-1.7473961087061665,1.5783451061598222,0.14141933085521707,0.27078891638768143,2
15,0,30.0,-1.8336909136155402,1.862629722501801,0.11632255834878505,0.517192129778905,2
15,1,1000.0,-1.9174443381607216,1.813997441213688,0.021532923028805023,0.1484316636437793,2
