n_used_for_alpha_search,best_alpha_cv,best_mean_cv_r2,best_std_cv_r2,n_folds_used,test_r2_at_best_alpha,alpha_grid,cv_n_splits,cv_gap,cv_min_train,cv_min_val
45,1.0,0.1415847388122199,0.13484529281113578,2,0.6671124417991958,"0.01,0.03,0.1,0.3,1,3,10,30,50,100,300",4,0,60,10
