late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-2.064973650615614,0.47207165964388714,0.4418311486301637,0.22193716333256253,0.4720716596438872,0.4418311486301637,21,9
