var,lon,mode,lag,corr,abs_corr
so,W30p0,1,18,0.7985276624299981,0.7985276624299981
so,W30p0,1,17,0.798078926518548,0.798078926518548
so,W10p0,2,19,0.7894154805831629,0.7894154805831629
so,W10p0,2,18,0.779014923188537,0.779014923188537
so,W10p0,2,20,0.7749295358005799,0.7749295358005799
so,W20p0,1,18,0.7748214999097084,0.7748214999097084
so,W40p0,2,17,0.7709586957535136,0.7709586957535136
so,W30p0,1,16,0.7703739007226638,0.7703739007226638
thetao,W40p0,3,22,-0.7696236369734784,0.7696236369734784
so,W30p0,1,19,0.7691923475129343,0.7691923475129343
so,W10p0,2,17,0.7690761956459413,0.7690761956459413
so,W20p0,1,17,0.7683808980597047,0.7683808980597047
so,W30p0,1,21,0.7577746228147166,0.7577746228147166
so,W40p0,2,19,0.7573753906725795,0.7573753906725795
thetao,W40p0,3,23,-0.7545842332684716,0.7545842332684716
so,W10p0,2,21,0.753303273605144,0.753303273605144
so,W40p0,2,24,0.752532335955566,0.752532335955566
thetao,W40p0,3,21,-0.7523219667696066,0.7523219667696066
so,W40p0,2,18,0.7502167169522617,0.7502167169522617
thetao,W30p0,4,15,0.7496959946850313,0.7496959946850313
so,W30p0,1,20,0.7460355331149038,0.7460355331149038
thetao,W20p0,2,14,-0.7454052418621576,0.7454052418621576
so,W30p0,1,22,0.7443807202332279,0.7443807202332279
so,W30p0,1,13,0.7436925192612941,0.7436925192612941
so,W40p0,2,16,0.7413761647115704,0.7413761647115704
so,W30p0,1,14,0.7408473709825237,0.7408473709825237
thetao,W30p0,4,11,0.7397758802728656,0.7397758802728656
thetao,W60p0,2,1,-0.7392395280614283,0.7392395280614283
so,W40p0,2,21,0.7389179529447643,0.7389179529447643
thetao,W20p0,5,17,0.7383077628301902,0.7383077628301902
thetao,W30p0,4,19,0.7372491890744852,0.7372491890744852
so,W40p0,2,22,0.7366065243851078,0.7366065243851078
so,W30p0,1,15,0.7363704817153506,0.7363704817153506
thetao,W10p0,2,15,-0.736202669941113,0.736202669941113
so,W30p0,1,23,0.7355232160689786,0.7355232160689786
so,W30p0,1,24,0.7354764747370616,0.7354764747370616
thetao,W30p0,4,16,0.7349627526655808,0.7349627526655808
thetao,W60p0,2,2,-0.7341353277824911,0.7341353277824911
so,W10p0,2,16,0.7328817652605059,0.7328817652605059
so,W40p0,2,25,0.7324416725197913,0.7324416725197913
so,W10p0,2,22,0.7324233713702468,0.7324233713702468
thetao,W40p0,3,0,-0.7319604925233498,0.7319604925233498
thetao,W10p0,2,17,-0.7316371938924768,0.7316371938924768
so,W20p0,1,19,0.7314729549387871,0.7314729549387871
so,W40p0,2,20,0.7314227413062343,0.7314227413062343
thetao,W60p0,2,0,-0.7295028724976204,0.7295028724976204
thetao,W20p0,4,22,-0.7289855522628885,0.7289855522628885
thetao,W30p0,4,14,0.7285406074474159,0.7285406074474159
thetao,W10p0,2,14,-0.728245784272704,0.728245784272704
thetao,W40p0,3,19,-0.7280225239229341,0.7280225239229341
thetao,W30p0,4,20,0.7267070699512223,0.7267070699512223
thetao,W30p0,4,18,0.7258908621372132,0.7258908621372132
thetao,W30p0,4,12,0.7257857052690203,0.7257857052690203
so,W20p0,1,16,0.7255875126233934,0.7255875126233934
so,W20p0,1,21,0.7252456028088029,0.7252456028088029
thetao,W20p0,4,23,-0.7242718069653694,0.7242718069653694
thetao,W10p0,2,13,-0.7241787703586412,0.7241787703586412
so,W40p0,2,23,0.7237652930320376,0.7237652930320376
thetao,W10p0,2,18,-0.7227819138087673,0.7227819138087673
thetao,W30p0,4,17,0.7219491432850224,0.7219491432850224
thetao,W40p0,3,25,-0.72115591176734,0.72115591176734
thetao,W10p0,2,16,-0.718814512336918,0.718814512336918
thetao,W20p0,5,16,0.7176364438198668,0.7176364438198668
so,W40p0,2,15,0.7171978243446077,0.7171978243446077
thetao,W60p0,2,3,-0.7163562248435311,0.7163562248435311
thetao,W20p0,4,18,-0.7157269354019163,0.7157269354019163
so,W40p0,2,14,0.7157102757166346,0.7157102757166346
thetao,W20p0,2,13,-0.7145684634148937,0.7145684634148937
thetao,W40p0,3,14,-0.7134398219272005,0.7134398219272005
thetao,W40p0,3,24,-0.7132528856095111,0.7132528856095111
thetao,W20p0,4,24,-0.7129099701818253,0.7129099701818253
thetao,W10p0,3,25,0.712657846258435,0.712657846258435
thetao,W30p0,4,13,0.7122389264964486,0.7122389264964486
thetao,W60p0,1,24,0.7121838245390039,0.7121838245390039
so,W20p0,1,13,0.7120809562844227,0.7120809562844227
so,W60p0,1,15,0.7116600282417452,0.7116600282417452
thetao,W30p0,4,23,0.7116203068133202,0.7116203068133202
thetao,W40p0,3,20,-0.711186517362979,0.711186517362979
thetao,W20p0,4,21,-0.709307428126756,0.709307428126756
so,W10p0,2,23,0.708584665461047,0.708584665461047
thetao,W60p0,2,5,-0.7084075985507137,0.7084075985507137
thetao,W60p0,2,4,-0.7074312590154819,0.7074312590154819
thetao,W20p0,2,10,-0.7068463467521661,0.7068463467521661
thetao,W20p0,2,11,-0.7059638091380083,0.7059638091380083
thetao,W20p0,2,7,-0.7055347192013319,0.7055347192013319
so,W30p0,1,25,0.7049383653244586,0.7049383653244586
thetao,W10p0,2,6,-0.7049032341523292,0.7049032341523292
thetao,W40p0,3,17,-0.7036449234433053,0.7036449234433053
thetao,W20p0,4,25,-0.7016028668597611,0.7016028668597611
thetao,W30p0,4,22,0.7015954272747297,0.7015954272747297
thetao,W30p0,4,21,0.7015856921474635,0.7015856921474635
so,W30p0,2,5,-0.7008909128315531,0.7008909128315531
thetao,W30p0,4,24,0.6999203189997555,0.6999203189997555
thetao,W20p0,4,19,-0.6998630960488188,0.6998630960488188
thetao,W30p0,1,13,-0.699687633057522,0.699687633057522
so,W30p0,1,12,0.6995869315950981,0.6995869315950981
thetao,W10p0,2,24,-0.6994560982009069,0.6994560982009069
thetao,W20p0,2,0,-0.6994417675723168,0.6994417675723168
thetao,W20p0,2,6,-0.69884925061595,0.69884925061595
thetao,W60p0,1,25,0.6987023541131427,0.6987023541131427
thetao,W20p0,4,17,-0.6982721367769406,0.6982721367769406
thetao,W10p0,3,24,0.6975152897658652,0.6975152897658652
so,W20p0,1,14,0.6967617816211438,0.6967617816211438
thetao,W10p0,2,4,-0.6961362695682337,0.6961362695682337
so,W20p0,1,20,0.6958575107089564,0.6958575107089564
thetao,W40p0,3,18,-0.695592694118397,0.695592694118397
thetao,W10p0,2,3,-0.695482932896249,0.695482932896249
thetao,W20p0,2,3,-0.6953785947806927,0.6953785947806927
so,W60p0,1,16,0.695304788901423,0.695304788901423
thetao,W10p0,2,12,-0.6951172496238895,0.6951172496238895
thetao,W40p0,3,16,-0.6946676252627741,0.6946676252627741
thetao,W60p0,2,6,-0.694475683180543,0.694475683180543
so,W10p0,2,15,0.6944638096064395,0.6944638096064395
thetao,W10p0,2,23,-0.694192328800744,0.694192328800744
thetao,W10p0,2,5,-0.6936796398993352,0.6936796398993352
thetao,W30p0,1,10,-0.6934629327372066,0.6934629327372066
thetao,W30p0,1,12,-0.6924350736362234,0.6924350736362234
thetao,W40p0,3,15,-0.691614276916944,0.691614276916944
so,W60p0,1,17,0.6904221100970503,0.6904221100970503
thetao,W10p0,2,7,-0.6901574689293971,0.6901574689293971
thetao,W30p0,1,9,-0.6892911729556341,0.6892911729556341
thetao,W10p0,2,25,-0.6890936466340568,0.6890936466340568
thetao,W30p0,4,25,0.6888261978809317,0.6888261978809317
thetao,W60p0,1,23,0.6888072328152804,0.6888072328152804
thetao,W20p0,5,25,0.6887638602891498,0.6887638602891498
thetao,W20p0,5,15,0.6882510752469335,0.6882510752469335
thetao,W20p0,4,14,-0.6880558261930587,0.6880558261930587
so,W10p0,2,24,0.6880338522413968,0.6880338522413968
so,W60p0,1,4,0.6877762940372519,0.6877762940372519
thetao,W30p0,4,10,0.6877013439680703,0.6877013439680703
so,W60p0,1,3,0.6873101701243272,0.6873101701243272
thetao,W20p0,4,20,-0.6861064419667138,0.6861064419667138
so,W20p0,1,24,0.6854594311919668,0.6854594311919668
thetao,W10p0,2,22,-0.685324496900124,0.685324496900124
thetao,W10p0,2,19,-0.6847254705380043,0.6847254705380043
so,W20p0,1,22,0.6844236660791219,0.6844236660791219
thetao,W20p0,2,15,-0.6826572162939536,0.6826572162939536
thetao,W30p0,1,11,-0.6818379746522023,0.6818379746522023
so,W40p0,2,13,0.6817809823586576,0.6817809823586576
thetao,W20p0,4,16,-0.6817339020891776,0.6817339020891776
thetao,W10p0,2,2,-0.681727634853731,0.681727634853731
thetao,W20p0,5,18,0.68148414634906,0.68148414634906
so,W60p0,1,18,0.6803892518382921,0.6803892518382921
