var,lon,mode,mode0,lag
so,W10p0,2,1,17
so,W10p0,2,1,18
so,W10p0,2,1,19
so,W10p0,2,1,20
so,W10p0,2,1,21
so,W30p0,1,0,16
so,W30p0,1,0,17
so,W30p0,1,0,18
so,W30p0,1,0,19
