N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,n_folds_used
10,1,10.0,0.12377387807546242,0.14382279536221926,0.3822122140611918,0.44251381910755166,2
10,0,3.0,0.12096940474450485,0.15819048434254052,0.3859911341761907,0.4698668935921699,2
10,0,10.0,0.10838774128086004,0.14043402542960637,0.38443622087698315,0.4505242502796589,2
10,1,30.0,0.1036791390924508,0.10865085253371826,0.3827396671842918,0.4090503372067623,2
10,0,30.0,0.08140110902240627,0.12478496751302814,0.36949806895483517,0.42328723030232873,2
10,1,100.0,0.08064579201256983,0.13175956933007282,0.36895394975238793,0.3645658613650162,2
10,0,1.0,0.07533247641763141,0.11620545273403138,0.3692706937551322,0.49312705504675997,2
15,0,3.0,0.06162813982940979,0.21428787272909527,0.32487353170790273,0.49749998895290953,2
10,1,3.0,0.052706825822119,0.1117470649576397,0.34371127488383724,0.504734417919241,2
10,0,100.0,0.04588066894894638,0.19404260867578937,0.3567654259790951,0.3476195451055305,2
15,0,100.0,0.03874278348276433,0.1568090248166128,0.2999958371970041,0.3550538195212153,2
15,1,100.0,0.024921041921347364,0.06465882073219043,0.32214892151317653,0.36424665007575663,2
15,0,10.0,0.009033167777626916,0.11697325321885782,0.29204504895507966,0.4585554598931996,2
5,1,100.0,0.007731833368865182,0.03770632031638099,0.3095213694554788,0.45447910459471236,2
15,1,30.0,0.007317007559465349,0.04607805068937526,0.31685244538706264,0.41648727281650905,2
15,1,10.0,0.006892219382299669,0.15083633760363802,0.30363707218145763,0.4705605972584913,2
15,0,30.0,-0.004082269461010368,0.07632043837429009,0.2872003780212274,0.42385264942636314,2
15,1,300.0,-0.00786853859683706,0.1767003616638399,0.3242610835937787,0.28928361648402917,2
5,0,100.0,-0.029279804982144608,0.1436599975768526,0.31401956493952893,0.38292453906916746,2
10,0,0.1,-0.03274092324109823,0.011607970336120488,0.3403136751639203,0.532566138279295,2
5,0,30.0,-0.03767628620545527,0.0011359627592847366,0.31344893962204035,0.53083224647943,2
10,0,0.01,-0.05668623887777091,0.011365645825438753,0.3350878222158008,0.5407145150012714,2
10,0,0.001,-0.05936026904939462,0.013924683271844929,0.33452526969865426,0.5416155197862684,2
10,0,0.0001,-0.05963077850368925,0.014183487857245658,0.33446858660451917,0.541706570267509,2
