late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
0.03473060896512192,0.7545209926629883,0.5027931517851978,0.5059350224961472,0.7545209926629882,0.5027931517851978,3,5
