n_features,post_r2,delta_r2
1,0.5190002930158011,
2,0.689934845755076,0.17093455273927494
3,0.6963801728144258,0.006445327059349748
4,0.720126673161535,0.023746500347109234
5,0.7291615079265668,0.009034834765031752
6,0.729809526255417,0.0006480183288501973
7,0.7299514035619417,0.00014187730652470698
8,0.7560341971850927,0.026082793623151024
9,0.7674840130764585,0.011449815891365844
10,0.7678184161617374,0.0003344030852788782
11,0.7688290308217139,0.0010106146599765387
12,0.7700801620434106,0.001251131221696622
13,0.7755977352125394,0.00551757316912882
14,0.7754088852321546,-0.00018884998038481982
15,0.7858431731691131,0.010434287936958553
16,0.7909758878890591,0.00513271471994603
17,0.7973092651058463,0.006333377216787173
18,0.8211492497384758,0.023839984632629485
19,0.824308206488671,0.0031589567501951743
20,0.8338797704524563,0.009571563963785334
21,0.8358187890110238,0.0019390185585674846
22,0.8408270276382057,0.005008238627181916
23,0.8608445578737713,0.020017530235565628
24,0.8717394064896914,0.01089484861592005
25,0.874519029408931,0.0027796229192396105
26,0.8909279924614197,0.016408963052488734
27,0.8929009131290178,0.0019729206675980215
28,0.892885845616532,-1.5067512485811285e-05
29,0.893088301664483,0.00020245604795110506
30,0.8935072447921518,0.0004189431276687694
31,0.8942182549690679,0.0007110101769161048
32,0.8963449216727043,0.0021266667036363707
33,0.9059542276879802,0.009609306015275876
34,0.9081472756188232,0.002193047930843073
35,0.9107250472728687,0.002577771654045491
36,0.9116685479919739,0.0009435007191052058
37,0.9117588394390717,9.029144709771231e-05
38,0.9122956357625761,0.0005367963235044515
39,0.9131275123664436,0.0008318766038675207
40,0.9170415505195443,0.003914038153100652
41,0.9171669020739877,0.00012535155444337587
42,0.9187060087355996,0.0015391066616119442
43,0.9187162476098907,1.0238874291079725e-05
44,0.9189094246632756,0.00019317705338495195
45,0.9195847838442708,0.0006753591809951498
46,0.923948859349955,0.004364075505684184
47,0.9241350995299902,0.00018624018003521314
48,0.9253124517764864,0.0011773522464961772
49,0.926501865701978,0.0011894139254916558
50,0.9635265552611718,0.0370246895591938
51,0.9650120280575158,0.001485472796344034
52,0.9649864364685263,-2.55915889895153e-05
53,0.965396211530588,0.0004097750620616347
54,0.9654512200818357,5.500855124773718e-05
55,0.9654611858901652,9.965808329459591e-06
56,0.9658046911905744,0.00034350530040927474
57,0.9673626349337519,0.0015579437431774146
58,0.9705358739200398,0.003173238986287963
59,0.9706962480720179,0.00016037415197811544
60,0.9706169486874862,-7.929938453177243e-05
