n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.0330064834385596
2,thetao W20p0 EOF1 lag4,,0.0469046333170227
3,thetao W20p0 EOF1 lag5,,0.0607366946637911
4,so W60p0 EOF1 lag1,,0.0650043634496697
5,so W10p0 EOF4 lag2,,0.0766076618457621
6,thetao W20p0 EOF1 lag3,,0.0804358305950003
7,so W60p0 EOF1 lag2,,0.0851486263326078
8,so W10p0 EOF4 lag1,,0.0851953482172431
9,thetao W30p0 EOF4 lag0,,0.1354753096662455
10,so W10p0 EOF4 lag3,,0.1420992470864799
