alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-8.325893664216522,7.811770824901645,3
100.0,-8.64880550232092,8.208113484611143,3
70.0,-8.830550151545687,8.402242314875307,3
60.0,-8.924933500671003,8.494787288368617,3
50.0,-9.050419576663018,8.609244945180262,3
40.0,-9.2262102405784,8.753636692676919,3
30.0,-9.492156925664768,8.938825951385803,3
10.0,-10.933197262284956,9.39828231466217,3
5.0,-12.04960072423282,9.297225094695246,3
4.0,-12.395367889071087,9.197837030185523,3
3.0,-12.808980768957634,9.034525935030217,3
1.0,-13.924877525438289,8.294660529646846,3
0.3,-14.450065514254922,7.735425335517192,3
0.1,-14.626073793417975,7.5128856102332575,3
0.03,-14.693034448704395,7.4251021927990255,3
0.01,-14.712874113156621,7.398907938150121,3
