n,delta_r2,post_r2,var,lon_tag,mode,lag
2,0.37216626207264536,0.5525152652389711,thetao,W60p0,2,0
25,0.03759292221241273,0.7054384298120786,thetao,W20p0,2,13
26,0.03243040515704154,0.7378688349691201,thetao,W40p0,3,1
3,0.031468936509181145,0.5839842017481522,so,W60p0,1,1
18,0.020222250305308442,0.6663684191007266,thetao,W20p0,2,10
11,0.020193190169357722,0.6103350713978632,so,W30p0,1,11
47,0.01777996037986429,0.8145123173405713,so,W30p0,2,0
14,0.012999070996615347,0.6336232985788561,so,W10p0,2,12
50,0.012656481663904207,0.8289881946445926,thetao,W20p0,2,14
17,0.011717237601284625,0.6461461687954182,so,W60p0,1,4
4,0.011479651235550947,0.5954638529837032,so,W60p0,1,0
30,0.01098300363570881,0.7667997033530409,so,W30p0,1,13
