alpha,mean_cv_r2,std_cv_r2,n_folds_used
0.01,-7.690867149187375,8.705595712370185,3
0.03,-7.719966398180836,8.738413501551666,3
0.1,-7.80787805769194,8.835448334724544,3
0.3,-7.979406625724583,9.0160492017802,3
1.0,-8.221076401598962,9.24830263489088,3
3.0,-8.354414707396641,9.371556434868852,3
4.0,-8.386006410533907,9.423809740904458,3
5.0,-8.421116847026868,9.492740272754139,3
10.0,-8.67500585939345,10.020266321390846,3
30.0,-10.146098124057454,12.705497085386932,3
40.0,-10.896221624926874,13.925574693473308,3
50.0,-11.605156623929682,15.026371168115132,3
60.0,-12.265402357000417,16.018127743109112,3
70.0,-12.876348248990402,16.913607013476497,3
100.0,-14.440909407983469,19.13576133766083,3
300.0,-19.502315547584026,25.950313263424007,3
