k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used
1,0.8672985576475155,0.9313138307383811,-0.10508235969320245,0.984282128793454,0,so W30p0 EOF1 lag0,spike_curve_post.csv,all,train,smooth,AMOC_26N_smooth
2,0.8841872683416959,0.9403677920838386,-0.46127532862490384,0.9274864870977353,"1,58",so W20p0 EOF1 lag0 | so W10p0 EOF1 lag14,spike_curve_post.csv,all,train,smooth,AMOC_26N_smooth
3,0.9145397003988167,0.9563521982618621,-0.16653243208621404,0.9637350473834957,"1,53,58",so W20p0 EOF1 lag0 | thetao W40p0 EOF2 lag2 | so W10p0 EOF1 lag14,spike_curve_post.csv,all,train,smooth,AMOC_26N_smooth
