alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-16.69642858134533,14.629824300106117,3
5.0,-17.006405414467533,10.789992731163307,3
4.0,-17.171776986758086,9.881067724871933,3
3.0,-17.394898706059404,8.958405865920332,3
30.0,-17.8068971222105,21.26948171052715,3
1.0,-18.096251521533745,7.279206099510162,3
0.3,-18.460676360068817,6.843387631542057,3
40.0,-18.523934971175787,22.458318739653432,3
0.1,-18.580547017982862,6.741913026334621,3
0.03,-18.624374918946064,6.70903249216451,3
0.01,-18.637082688624982,6.6998926448835245,3
50.0,-19.174171280364018,23.15831321540514,3
60.0,-19.747106314661362,23.596174816580724,3
70.0,-20.248310278785137,23.88315147136019,3
100.0,-21.413344119373495,24.31311171748317,3
300.0,-24.30019139347213,24.613990623938115,3
