n_features,post_r2,delta_r2
1,0.10307739966776897,
2,0.2053366119479485,0.10225921228017953
3,0.5272154040012749,0.32187879205332637
4,0.5248466488821921,-0.002368755119082744
5,0.548436464729805,0.023589815847612883
6,0.680330444084708,0.131893979354903
7,0.6815330323666284,0.0012025882819204359
8,0.7165037906924512,0.03497075832582275
9,0.752637200316666,0.03613340962421485
10,0.755181002024734,0.0025438017080680053
11,0.7565011600720659,0.0013201580473318764
12,0.7565010169500357,-1.4312203022726067e-07
13,0.7590248164754526,0.0025237995254169254
14,0.769504044638953,0.010479228163500443
15,0.7698998703483819,0.0003958257094288653
16,0.768911656241289,-0.000988214107092933
17,0.7771931087881924,0.008281452546903378
18,0.7819541531072209,0.004761044319028573
19,0.7837657945795107,0.0018116414722897378
20,0.783838348606787,7.25540272763503e-05
21,0.7859057993029469,0.002067450696159878
22,0.8088186850217111,0.022912885718764153
23,0.808616911772399,-0.00020177324931203167
24,0.8087068850723345,8.99732999354308e-05
25,0.8140961209993125,0.005389235926978042
26,0.820096304167868,0.006000183168555551
27,0.8720599979171981,0.051963693749330075
28,0.8774897603202815,0.005429762403083349
29,0.8776217014333855,0.00013194111310399492
30,0.8776292636500327,7.56221664721668e-06
31,0.8808112805343442,0.0031820168843115226
32,0.9293514852338585,0.048540204699514256
33,0.9292563434742949,-9.514175956359949e-05
34,0.9314467198964,0.002190376422105178
35,0.9352426041237942,0.003795884227394186
36,0.9353491421545168,0.0001065380307225805
37,0.935730994992145,0.00038185283762814937
38,0.9357904147170536,5.9419724908638116e-05
39,0.9429351894340582,0.007144774717004587
40,0.9466914447928853,0.0037562553588270653
41,0.9465475162803619,-0.00014392851252331695
42,0.9532222617924307,0.006674745512068814
43,0.9547948536678882,0.0015725918754574408
44,0.9545890054648609,-0.00020584820302727014
45,0.956090229051471,0.0015012235866100898
46,0.9560901494828109,-7.956866010516706e-08
47,0.9565536974222432,0.0004635479394322628
48,0.9569804489128921,0.0004267514906489689
49,0.956791058797241,-0.0001893901156511113
50,0.9568722507556746,8.119195843359073e-05
51,0.9606734016286398,0.0038011508729651755
52,0.9614493204291195,0.0007759188004796691
53,0.966436124811935,0.004986804382815513
54,0.9691847029374463,0.002748578125511325
55,0.9691714276482983,-1.327528914796261e-05
56,0.9691943495640641,2.29219157658056e-05
57,0.9704505901273125,0.0012562405632483564
58,0.9705085805906574,5.7990463344870236e-05
59,0.9717881620130673,0.0012795814224099145
60,0.9720726044203399,0.0002844424072726559
