n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.0155877012831623
2,thetao W60p0 EOF2 lag0,,0.0494191491999164
3,so W60p0 EOF1 lag1,,0.0651564577803979
4,thetao W60p0 EOF2 lag1,,0.0765357561656892
5,so W60p0 EOF1 lag2,,0.0922070292716141
6,thetao W60p0 EOF2 lag2,,0.1070003725090007
7,so W60p0 EOF1 lag0,,0.1235743009991996
8,thetao W10p0 EOF1 lag0,,0.1237357345655448
9,thetao W10p0 EOF1 lag4,,0.163262270521549
10,so W40p0 EOF2 lag2,,0.185222443728645
