late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-0.17797136775104438,0.49154860722152327,0.616191544054726,0.22608417155901395,0.49154860722152327,0.616191544054726,25,10
