year,amoc_true,amoc_pred,is_used,is_train,is_test,split_year,alpha,test_r2,model,target,mode,features
2002,18.076709747314453,0.034967116717314874,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2003,18.485347747802734,-0.0039852505745318735,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2004,18.141279220581055,-0.12356440819344769,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2005,18.36814308166504,-0.021690845482620194,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2006,18.291118621826172,-0.06094304071963286,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2007,17.936555862426758,-0.014855495003304938,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2008,17.902544021606445,-0.0766336782995909,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2009,17.94553565979004,-0.15564830776419844,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2010,17.941911697387695,-0.27213559145448546,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2011,17.459430694580078,-0.1824390854484357,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2012,17.653507232666016,-0.3039107609479602,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2013,17.650379180908203,-0.37768419181086815,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
2014,17.720365524291992,-0.37450188225328485,True,False,True,1989,10.0,-0.36020809973889745,MPI-ESM1-2-LR,AMOC_26N_ensmean,ensmean,so W60p0 EOF1 lag1
