n,feature,score,curve_r2
1,thetao W60p0 EOF2 lag0,,0.0016204643326793
2,thetao W40p0 EOF3 lag0,,0.0293988468871817
3,thetao W60p0 EOF2 lag1,,0.0361940705530644
4,so W30p0 EOF1 lag8,,0.0497749665392737
5,so W30p0 EOF1 lag3,,0.0504098805852303
6,so W60p0 EOF1 lag0,,0.0552829501080042
7,thetao W20p0 EOF2 lag11,,0.0666807328584055
8,thetao W60p0 EOF2 lag2,,0.0702839739093404
9,thetao W20p0 EOF2 lag12,,0.0996998160748959
10,so W30p0 EOF1 lag5,,0.0998365441657758
