alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-1.3748639853776403,1.0793205879741559,3
100.0,-1.5263503141014982,0.980745785220382,3
70.0,-1.6324559770315077,0.9578241767051575,3
60.0,-1.6904028691054147,0.9548890545514662,3
50.0,-1.7689193835502384,0.9592687604719345,3
40.0,-1.87959151927275,0.9784350009940408,3
30.0,-2.0438060817373427,1.0274999373355391,3
10.0,-2.7637841787734647,1.4008952152333218,3
5.0,-3.144352175769869,1.6924565353378485,3
4.0,-3.244414401192921,1.7840774496185272,3
3.0,-3.360883182790077,1.894628800096548,3
1.0,-3.7598280845534084,2.132917190270226,3
0.3,-4.167191953657337,2.0254133748257317,3
0.1,-4.3950623661174975,1.8795202198318013,3
0.03,-4.498909803890669,1.8016052225473056,3
0.01,-4.531570861824711,1.7759672608456378,3
