n_features,post_r2,delta_r2
1,0.0006038339610774379,
2,0.015353873992009825,0.014750040030932388
3,0.020843882674780212,0.0054900086827703865
4,0.033017270667245135,0.012173387992464924
5,0.034276049273099796,0.0012587786058546602
6,0.0370570957744627,0.002781046501362905
7,0.04054714923162117,0.0034900534571584707
8,0.08351875015639076,0.04297160092476959
9,0.11730832650912881,0.03378957635273805
10,0.1196565150145471,0.0023481885054182916
11,0.12619104655367785,0.00653453153913075
12,0.14830706446602182,0.022116017912343966
13,0.15368092808978817,0.005373863623766351
14,0.17194665344429183,0.01826572535450366
15,0.1740222128940604,0.0020755594497685603
16,0.20820515651788696,0.03418294362382657
17,0.20883863769357336,0.0006334811756864012
18,0.2182351869066651,0.009396549213091743
19,0.21947106559634644,0.0012358786896813356
20,0.24218648124992703,0.022715415653580595
21,0.2530564419058472,0.010869960655920163
22,0.26714279892475656,0.014086357018909368
23,0.26751701264160566,0.0003742137168490922
24,0.26773460876894073,0.0002175961273350735
25,0.2749658851881247,0.007231276419183974
26,0.278724661738292,0.00375877655016732
27,0.2943052621209832,0.015580600382691157
28,0.2965605908046529,0.002255328683669733
29,0.30977311182204204,0.013212521017389123
30,0.309815766789186,4.265496714395134e-05
31,0.3120932828644656,0.0022775160752795953
32,0.32058661272030764,0.008493329855842058
33,0.32278641284249565,0.0021998001221880115
34,0.33450181841956683,0.01171540557707118
35,0.3459166436944091,0.011414825274842277
36,0.3506967525923784,0.004780108897969315
37,0.35819212819382706,0.0074953756014486395
38,0.36209832691785426,0.003906198724027199
39,0.3705563819753631,0.008458055057508851
40,0.39037976406344366,0.019823382088080543
41,0.3935442982979438,0.003164534234500138
42,0.4000127545018719,0.006468456203928108
43,0.3999275569761368,-8.519752573510342e-05
44,0.4013657904187409,0.0014382334426040755
45,0.4012282222964043,-0.00013756812233656213
46,0.40214523927646084,0.0009170169800565287
47,0.40552727473685013,0.0033820354603892877
48,0.40548060524892726,-4.666948792286796e-05
49,0.40549906032913485,1.8455080207591124e-05
50,0.41285133087070913,0.0073522705415742795
51,0.4136345578261015,0.0007832269553923465
52,0.43466064025359297,0.021026082427491488
53,0.43542967460392656,0.0007690343503335972
54,0.43970611425682427,0.004276439652897701
55,0.44101827128939997,0.0013121570325757004
56,0.45863062517983855,0.01761235389043858
57,0.4649354237012211,0.006304798521382549
58,0.47318331832254956,0.008247894621328467
59,0.47368383582231377,0.0005005174997642081
60,0.4747946795594634,0.0011108437371496471
