alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-11.398580517447868,10.229495035634276,3
100.0,-11.862983988827585,10.63562556482538,3
70.0,-12.113865422797224,10.839238981203422,3
60.0,-12.240183732029577,10.937747432376895,3
50.0,-12.403597950252527,11.061138275311544,3
40.0,-12.623638799607493,11.219785669714453,3
30.0,-12.93737111905916,11.429852078586613,3
10.0,-14.36214958193771,12.072159607687327,3
5.0,-15.383350497932033,12.158942438120098,3
4.0,-15.727237636048413,12.124641850869232,3
3.0,-16.17819287395011,12.0407003038976,3
1.0,-17.862176201473577,11.450894756958126,3
0.3,-19.19994249541676,10.787344250477803,3
0.1,-19.792755797011594,10.45770762604925,3
0.03,-20.038244962913527,10.31611863766252,3
0.01,-20.11280779369144,10.272578415977899,3
