var,lon_tag,mode,lag,corr,abs_corr
so,W40p0,1,0,0.5236802174828837,0.5236802174828837
so,W40p0,2,2,-0.4991918083618034,0.4991918083618034
so,W30p0,5,3,0.499163114505568,0.499163114505568
so,W40p0,2,3,-0.4850282404359551,0.4850282404359551
so,W30p0,5,4,0.4793886576421062,0.4793886576421062
thetao,W30p0,10,1,-0.45725963186318985,0.45725963186318985
so,W30p0,5,2,0.4431753627323724,0.4431753627323724
so,W60p0,2,1,0.4391323064640898,0.4391323064640898
so,W60p0,2,2,0.4278791272263708,0.4278791272263708
thetao,W40p0,1,0,-0.4156206308778603,0.4156206308778603
thetao,W30p0,10,0,-0.3901595961564455,0.3901595961564455
thetao,W60p0,1,2,0.3745015787107086,0.3745015787107086
thetao,W10p0,3,4,0.37430341601766065,0.37430341601766065
thetao,W40p0,6,2,0.3726202294496415,0.3726202294496415
so,W30p0,7,0,-0.3716367007739956,0.3716367007739956
so,W60p0,1,0,0.36881920780341587,0.36881920780341587
so,W40p0,5,18,0.36834618879898406,0.36834618879898406
so,W10p0,2,1,-0.3678082321971476,0.3678082321971476
thetao,W30p0,6,2,0.36579203393887305,0.36579203393887305
so,W10p0,2,19,0.35917361440245316,0.35917361440245316
so,W60p0,1,1,0.3591351072493659,0.3591351072493659
thetao,W40p0,6,1,0.35783267722870854,0.35783267722870854
so,W40p0,2,1,-0.35690243405734995,0.35690243405734995
so,W40p0,8,3,0.3516492533444816,0.3516492533444816
thetao,W60p0,1,3,0.34983394339974183,0.34983394339974183
so,W10p0,8,1,-0.3476877647224725,0.3476877647224725
so,W40p0,9,0,0.34677811296786937,0.34677811296786937
so,W40p0,8,4,0.3463361340521306,0.3463361340521306
so,W10p0,2,18,0.34507839533431683,0.34507839533431683
so,W30p0,5,5,0.34458841265858015,0.34458841265858015
thetao,W30p0,6,1,0.3439040454927202,0.3439040454927202
thetao,W40p0,7,1,-0.34318332151879766,0.34318332151879766
thetao,W10p0,1,20,-0.33935743497492854,0.33935743497492854
so,W60p0,2,3,0.3376242187161624,0.3376242187161624
so,W40p0,3,16,-0.33638357275149355,0.33638357275149355
so,W30p0,10,8,-0.333464333699957,0.333464333699957
thetao,W40p0,7,0,-0.33296845470237046,0.33296845470237046
thetao,W10p0,1,19,-0.33256233571136173,0.33256233571136173
thetao,W30p0,10,2,-0.3274675588493094,0.3274675588493094
thetao,W60p0,1,1,0.3271360197496199,0.3271360197496199
so,W10p0,2,0,-0.326393430251777,0.326393430251777
so,W10p0,10,4,0.3253769084462667,0.3253769084462667
thetao,W30p0,6,3,0.32222685211266744,0.32222685211266744
so,W40p0,2,4,-0.3161843259800983,0.3161843259800983
thetao,W10p0,3,16,0.31579867159585684,0.31579867159585684
thetao,W30p0,6,0,0.31578273871113194,0.31578273871113194
so,W60p0,1,2,0.31277799544313756,0.31277799544313756
thetao,W10p0,4,14,0.31276812416822825,0.31276812416822825
so,W10p0,10,3,0.310196551888134,0.310196551888134
so,W60p0,10,0,-0.30876305383806313,0.30876305383806313
thetao,W30p0,6,4,0.3077773546809205,0.3077773546809205
so,W40p0,5,1,-0.3064190534540495,0.3064190534540495
thetao,W10p0,3,17,0.3048923520748159,0.3048923520748159
thetao,W60p0,6,18,-0.3029125330433266,0.3029125330433266
thetao,W10p0,4,13,0.3023941280636567,0.3023941280636567
so,W60p0,3,11,0.3005827399028055,0.3005827399028055
