n,delta_r2,post_r2,var,lon_tag,mode,lag
8,0.04297160092476959,0.08351875015639076,so,W60p0,2,1
16,0.03418294362382657,0.20820515651788696,so,W60p0,1,0
9,0.03378957635273805,0.11730832650912881,so,W60p0,2,2
20,0.022715415653580595,0.24218648124992703,so,W10p0,2,19
12,0.022116017912343966,0.14830706446602182,thetao,W60p0,1,2
52,0.021026082427491488,0.43466064025359297,so,W40p0,5,1
40,0.019823382088080543,0.39037976406344366,thetao,W60p0,1,1
14,0.01826572535450366,0.17194665344429183,thetao,W40p0,6,2
56,0.01761235389043858,0.45863062517983855,so,W60p0,3,11
27,0.015580600382691157,0.2943052621209832,so,W40p0,9,0
2,0.014750040030932388,0.015353873992009825,so,W40p0,2,2
22,0.014086357018909368,0.26714279892475656,thetao,W40p0,6,1
29,0.013212521017389123,0.30977311182204204,so,W10p0,2,18
4,0.012173387992464924,0.033017270667245135,so,W40p0,2,3
34,0.01171540557707118,0.33450181841956683,so,W60p0,2,3
35,0.011414825274842277,0.3459166436944091,so,W40p0,3,16
21,0.010869960655920163,0.2530564419058472,so,W60p0,1,1
