n,delta_r2,post_r2,var,lon_tag,mode,lag
2,0.12092429150969697,0.3463781977841359,so,W30p0,1,4
15,0.11114082879217113,0.7672712088112943,thetao,W20p0,2,1
3,0.10437375823372108,0.450751956017857,thetao,W60p0,2,0
13,0.08336913229602227,0.6130831667241233,thetao,W40p0,1,6
14,0.04304721329499983,0.6561303800191232,thetao,W40p0,1,7
4,0.035478257189238915,0.4862302132070959,so,W30p0,1,5
19,0.01441797233648523,0.7999562762143527,so,W60p0,1,0
5,0.013999254208930445,0.5002294674160264,so,W10p0,4,1
34,0.013883027452534447,0.8651229399328075,so,W60p0,1,2
11,0.013290874492364657,0.5314365209287459,so,W30p0,1,3
18,0.013141721991995925,0.7855383038778675,thetao,W30p0,1,8
23,0.012768860382009972,0.8287245573514388,thetao,W40p0,1,8
52,0.012753007824772622,0.9236845397264138,thetao,W10p0,10,7
21,0.012252997598451998,0.8156369091882475,thetao,W30p0,1,5
6,0.011474016343423932,0.5117034837594503,thetao,W20p0,2,0
56,0.011186771041704624,0.946904034587507,so,W30p0,1,1
