alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-1.7533211913876137,1.6856784176907547,3
5.0,-1.7722285563785058,1.92682828668252,3
4.0,-1.8567906122102116,2.0109357633670415,3
3.0,-2.0233467375654097,2.1303349110508227,3
30.0,-2.3299031151358194,1.6541596932484925,3
40.0,-2.5552885528796705,1.776171059697209,3
50.0,-2.7384032930756432,1.897412240817901,3
60.0,-2.8895458596922565,2.006805311604768,3
70.0,-3.0162916635440644,2.1028171347126894,3
1.0,-3.1840817093879,2.914087709038047,3
100.0,-3.2976027933392387,2.323932301387123,3
300.0,-3.9552213298048593,2.8505470129070885,3
0.3,-4.788278588270273,4.325475060244485,3
0.1,-5.737576410759825,5.286627498954194,3
0.03,-6.179231942555746,5.75769951838834,3
0.01,-6.319230975558678,5.90997665739077,3
