n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.1514957754733529
2,thetao W60p0 EOF2 lag0,,0.3737721007486211
3,so W60p0 EOF1 lag0,,0.5020889950033043
4,so W60p0 EOF1 lag1,,0.5558533582212386
5,so W60p0 EOF1 lag2,,0.5762245052375778
6,so W60p0 EOF1 lag3,,0.6005870716297901
7,thetao W60p0 EOF2 lag1,,0.5984911929011821
8,so W20p0 EOF2 lag1,,0.660177672119651
9,so W40p0 EOF2 lag0,,0.6627716207190899
10,thetao W10p0 EOF1 lag13,,0.6913561590332962
