N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,n_folds_used
15,1,3.0,0.014526585649541734,0.40519091998348705,0.2514601968563668,0.7121673309773926,2
15,1,10.0,-0.001546071810566374,0.3536045369088963,0.27940937630518703,0.6310226874015576,2
15,1,30.0,-0.11873664414440116,0.3616561532580515,0.2950930229375368,0.5527857009063984,2
10,1,10.0,-0.158980514438536,0.1919638701244596,0.3139690463574988,0.6531755526909662,2
10,1,30.0,-0.1729089663134813,0.2328645234446598,0.31589018405137514,0.5579762974432855,2
10,1,3.0,-0.23778754087775134,0.18622790936693379,0.3038398605998991,0.7617542749793809,2
10,1,1000.0,-0.2439975931203242,0.4613151810937217,0.2501274960510167,0.19320078568822474,2
15,1,100.0,-0.26755546429828125,0.4821986639711192,0.27420869746535076,0.45427682467191743,2
15,1,1000.0,-0.27893437768978463,0.4903637441178654,0.21493416138695437,0.22010891655433812,2
10,1,100.0,-0.2808802345329846,0.36355081001170686,0.2942706245848429,0.4515429597478913,2
10,0,300.0,-0.28391869605739795,0.5584239502234195,0.3172296016533401,0.27302904060641303,2
10,1,300.0,-0.2902527032577065,0.47419895573455334,0.2676143323389169,0.33787604674695515,2
15,0,300.0,-0.2911227061729049,0.5933686812230454,0.2547959981480154,0.3112896797349766,2
5,0,300.0,-0.2994968900964938,0.4895764900892628,0.2456988927107082,0.20356634927184436,2
10,0,1000.0,-0.3013062798490638,0.4184307698742702,0.3049387263718623,0.13314918741435178,2
15,1,300.0,-0.3109983824550508,0.5506152009633924,0.24012546431462486,0.3536954669382373,2
15,0,1000.0,-0.3151895711070195,0.434484203607021,0.24075645478037047,0.16259752953540862,2
5,1,1000.0,-0.32320905956129764,0.43151754569363343,0.07637230247997334,0.13652116435757783,2
15,0,10.0,-0.35747499893942675,0.4460816843182623,0.3131796513304299,0.6063583041115213,2
15,0,100.0,-0.36452347338504393,0.5963478677701584,0.2798584572210149,0.4381402062901992,2
5,1,300.0,-0.36657678130003374,0.5359048899976719,0.08004908307040537,0.27036756220670727,2
15,0,30.0,-0.3757577534232421,0.4998086214518496,0.3094794902241766,0.5398154367593043,2
5,0,1000.0,-0.3769026903089773,0.36834140270558746,0.24444303714125135,0.08585822651222044,2
10,0,100.0,-0.39213534265113553,0.5598745706468595,0.34167975561972125,0.4019009379437157,2
15,0,3.0,-0.39356860463415083,0.537122788371128,0.2936598425614979,0.6699351032604184,2
10,0,10.0,-0.4006865295065267,0.37825965892515145,0.4113476055809299,0.5564338494202412,2
10,1,1.0,-0.4028225970010244,0.24315397236379854,0.32461455336659123,0.8797746774274662,2
10,0,3.0,-0.41923150065802595,0.29865318810575425,0.43393721152469633,0.6060916407696859,2
10,0,30.0,-0.42498735735794857,0.4794322378246483,0.3801414435872757,0.49994876615199424,2
5,0,100.0,-0.45124578728825593,0.40282411328957013,0.24890003241718825,0.3429416047883676,2
10,0,1.0,-0.46194612237854193,0.249972183411022,0.4452408256542997,0.6460823372360546,2
15,0,1.0,-0.46886101564866584,0.6680703677000084,0.28143619041686174,0.7251291043183907,2
15,1,1.0,-0.47641193587155667,0.6100831384107968,0.30055822738107396,0.8582596916274123,2
10,0,0.1,-0.5091597705524418,0.20628621029366978,0.45379852255937037,0.6822344740396842,2
10,0,0.01,-0.5161030228676917,0.20011616294787182,0.4550400227664971,0.6871775636473614,2
10,0,0.001,-0.5168297039870882,0.19947329710612816,0.4551710650860904,0.6876901174715543,2
10,0,0.0001,-0.5169027106593251,0.1994087412287764,0.4551842435486546,0.6877415620871153,2
5,1,100.0,-0.5350007847804336,0.47692119878851946,0.08849056094680546,0.39028651904412376,2
15,0,0.1,-0.5783974086034056,0.7786914754122538,0.27729442827937834,0.7898700521188686,2
15,0,0.01,-0.5986046398077698,0.7914209346778933,0.27712076216354853,0.8011072277294368,2
15,0,0.001,-0.6008015490408942,0.7926905650258657,0.2771054872876849,0.8023198705030234,2
15,0,0.0001,-0.6010231608837754,0.7928174429821112,0.2771039744405409,0.802442100400647,2
5,1,30.0,-0.6524548467688007,0.3536581889879369,0.10229629358525494,0.4989878401644521,2
5,0,30.0,-0.7108806002724808,0.18843169376960023,0.25615395058809726,0.4690869834232725,2
5,1,10.0,-0.7361236581352993,0.2861080342372445,0.10799091142474296,0.5913172126531427,2
5,0,10.0,-0.8731586141946166,0.038274527670764114,0.26287246431399003,0.5397896934319821,2
