k,r2_train,corr_train,r2_test,corr_test,subset_idx,subset_features,candidate_source,candidate_method,selected_by,amoc_variant,amoc_var_used,run_label
1,0.41272583915997985,0.6424545354291146,-0.1377300340725256,0.2122607186959802,3,thetao W60p0 EOF2 lag17,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r4i1p1f1
2,0.4891698797504642,0.6994160055156858,-0.5951561647104757,-0.09671026767322467,"0,37",thetao W60p0 EOF2 lag12 | so W20p0 EOF7 lag14,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r4i1p1f1
3,0.5330406988633778,0.7301023439515643,-0.2748199826198159,0.1371943604321184,"16,34,37",so W60p0 EOF1 lag15 | thetao W20p0 EOF2 lag17 | so W20p0 EOF7 lag14,spike_curve_post.csv,all,train,normal,AMOC_45N_member,r4i1p1f1
