n,delta_r2,post_r2,var,lon_tag,mode,lag
3,0.07023014495430979,0.17905906249604253,thetao,W30p0,6,12
17,0.06846210836232514,0.4882319749089091,so,W30p0,4,6
16,0.06725506072682896,0.419769866546584,thetao,W40p0,10,9
2,0.052623107007342185,0.10882891754173274,thetao,W30p0,6,13
15,0.04362122779304578,0.35251480581975503,so,W40p0,9,3
28,0.033625363481016635,0.5787737565433337,thetao,W30p0,8,4
6,0.03316260205855304,0.21894946175383,thetao,W30p0,6,11
53,0.030184886725976412,0.7553555502151472,so,W40p0,5,0
12,0.024771340079550397,0.29165021002824765,thetao,W10p0,4,2
46,0.023349313796703464,0.6932612561461358,thetao,W30p0,6,15
11,0.019184325674213465,0.26687886994869725,so,W10p0,1,5
22,0.017524265976095466,0.5196522348773014,so,W10p0,1,6
23,0.01678927401228114,0.5364415088895825,thetao,W40p0,9,11
35,0.016318894577842857,0.6023107469107145,thetao,W40p0,2,1
50,0.014590574339389262,0.7187518690648886,so,W20p0,7,16
37,0.013663769760876354,0.6175376680896079,thetao,W10p0,4,6
10,0.013516414200861804,0.24769454427448379,so,W60p0,1,0
20,0.01340504485495464,0.5025076676313045,thetao,W40p0,9,12
43,0.012895101258768804,0.6537517200476519,thetao,W30p0,8,3
7,0.010026240220901261,0.22897570197473127,thetao,W10p0,4,3
