alpha,mean_cv_r2,std_cv_r2,n_folds_used
50.0,-3.198885679758847,3.5680683908754367,3
40.0,-3.2008291541902216,3.592289208183045,3
60.0,-3.202235952173804,3.552509808273315,3
70.0,-3.2079229444521125,3.5420944815713677,3
30.0,-3.2148418190709744,3.6321795710326406,3
100.0,-3.2282102121657292,3.5261457234498197,3
300.0,-3.3045562765401164,3.5168882301563484,3
10.0,-3.396833259020425,3.852756500453221,3
5.0,-3.602184582203934,4.021158059342668,3
4.0,-3.6818207264487763,4.080146581759737,3
3.0,-3.794765486867935,4.1600857655385655,3
1.0,-4.340500716127409,4.451367507383404,3
0.3,-5.094101737256434,4.561317021321139,3
0.1,-5.657659890338883,4.564269920181227,3
0.03,-5.966872311390574,4.575373327759919,3
0.01,-6.0724201126063635,4.582876563411478,3
