n,feature,score,curve_r2
1,thetao W20p0 EOF2 lag7,,0.1030773996677689
2,thetao W20p0 EOF2 lag6,,0.2053366119479485
3,thetao W60p0 EOF1 lag0,,0.5272154040012749
4,thetao W20p0 EOF2 lag5,,0.5248466488821921
5,so W30p0 EOF1 lag4,,0.548436464729805
6,thetao W40p0 EOF2 lag4,,0.680330444084708
7,so W10p0 EOF1 lag7,,0.6815330323666284
8,so W20p0 EOF1 lag2,,0.7165037906924512
9,so W20p0 EOF1 lag0,,0.752637200316666
10,thetao W20p0 EOF2 lag8,,0.755181002024734
