rank,feature_index,feature,coef_std,abscoef_std,cluster_root,cluster_size
1,265,thetao W40p0 EOF6 lag0,-0.09778267417408068,0.09778267417408068,265,1
2,262,thetao W40p0 EOF3 lag0,0.08183381889073979,0.08183381889073979,262,1
3,521,thetao W30p0 EOF2 lag0,-0.07518734867714551,0.07518734867714551,521,1
4,1828,so W30p0 EOF9 lag0,0.07290519945249217,0.07290519945249217,1828,1
5,7,thetao W60p0 EOF8 lag0,-0.07128987826449476,0.07128987826449476,7,1
6,1560,so W40p0 EOF1 lag0,0.06935165789450633,0.06935165789450633,1560,1
7,275,thetao W40p0 EOF6 lag1,0.06510202571842237,0.06510202571842237,275,1
8,6,thetao W60p0 EOF7 lag0,-0.06385565099811817,0.06385565099811817,6,1
9,1563,so W40p0 EOF4 lag0,0.0630548354986724,0.0630548354986724,1563,1
10,529,thetao W30p0 EOF10 lag0,-0.05954994154548017,0.05954994154548017,529,1
11,2088,so W20p0 EOF9 lag0,0.059029263867929165,0.059029263867929165,2088,1
12,1309,so W60p0 EOF10 lag0,0.05754615326385175,0.05754615326385175,1309,1
13,788,thetao W20p0 EOF9 lag0,-0.05670430464715361,0.05670430464715361,788,1
14,1307,so W60p0 EOF8 lag0,0.05454597018999612,0.05454597018999612,1307,1
15,1318,so W60p0 EOF9 lag1,0.05120370236832345,0.05120370236832345,1318,1
16,525,thetao W30p0 EOF6 lag0,0.05110886617350523,0.05110886617350523,525,1
17,1302,so W60p0 EOF3 lag0,0.05037929906247311,0.05037929906247311,1302,1
18,527,thetao W30p0 EOF8 lag0,-0.05012121953421615,0.05012121953421615,527,1
19,520,thetao W30p0 EOF1 lag0,0.04873783142226048,0.04873783142226048,520,1
20,528,thetao W30p0 EOF9 lag0,-0.047699638337169566,0.047699638337169566,528,1
21,1821,so W30p0 EOF2 lag0,0.0470272153818539,0.0470272153818539,1821,1
22,1045,thetao W10p0 EOF6 lag0,0.04638972716449968,0.04638972716449968,1045,1
23,266,thetao W40p0 EOF7 lag0,-0.04617848252640157,0.04617848252640157,266,1
24,785,thetao W20p0 EOF6 lag0,-0.04522551996003217,0.04522551996003217,785,1
25,1043,thetao W10p0 EOF4 lag0,0.04460901414531213,0.04460901414531213,1043,1
26,1327,so W60p0 EOF8 lag2,0.04119794974633898,0.04119794974633898,1327,1
27,1050,thetao W10p0 EOF1 lag1,-0.040572022941461255,0.040572022941461255,1050,1
28,14,thetao W60p0 EOF5 lag1,0.040182279229360414,0.040182279229360414,14,1
29,1562,so W40p0 EOF3 lag0,-0.03941105988885625,0.03941105988885625,1562,1
30,1569,so W40p0 EOF10 lag0,-0.03846207461071167,0.03846207461071167,1569,1
31,1,thetao W60p0 EOF2 lag0,-0.03799417858015064,0.03799417858015064,1,26
32,1820,so W30p0 EOF1 lag0,0.036869812061234304,0.036869812061234304,1820,1
