rank,feature_index,feature,coef_std,abscoef_std,cluster_size,cluster_root
611,1090,thetao W10p0 EOF1 lag5,-0.010400230735162852,0.010400230735162852,1,1090
612,330,thetao W40p0 EOF1 lag7,-0.010396861837171529,0.010396861837171529,1,330
613,817,thetao W20p0 EOF8 lag3,0.010389566037022343,0.010389566037022343,1,817
614,686,thetao W30p0 EOF7 lag16,-0.010378717105654746,0.010378717105654746,1,686
615,429,thetao W40p0 EOF10 lag16,-0.010375921574259369,0.010375921574259369,1,429
616,77,thetao W60p0 EOF8 lag7,0.010368252855057129,0.010368252855057129,1,77
617,2012,so W30p0 EOF3 lag19,0.010367619139087554,0.010367619139087554,1,2012
618,919,thetao W20p0 EOF10 lag13,-0.010353320137172575,0.010353320137172575,1,919
619,37,thetao W60p0 EOF8 lag3,0.010351629009298506,0.010351629009298506,1,37
620,2368,so W10p0 EOF9 lag2,-0.010348864037165973,0.010348864037165973,1,2368
621,140,thetao W60p0 EOF1 lag14,0.010320062968646716,0.010320062968646716,1,140
622,1914,so W30p0 EOF5 lag9,0.010319907449179863,0.010319907449179863,1,1914
623,2235,so W20p0 EOF6 lag15,-0.010314980639064003,0.010314980639064003,1,2235
624,1118,thetao W10p0 EOF9 lag7,0.010313099243391579,0.010313099243391579,1,1118
625,1581,so W40p0 EOF2 lag2,0.010299354801429662,0.010299354801429662,1,1581
626,1886,so W30p0 EOF7 lag6,-0.010299121163062126,0.010299121163062126,1,1886
627,2539,so W10p0 EOF10 lag19,0.01029871969157398,0.01029871969157398,1,2539
628,1242,thetao W10p0 EOF3 lag20,0.010297367982790313,0.010297367982790313,1,1242
629,1923,so W30p0 EOF4 lag10,-0.01028348225697073,0.01028348225697073,1,1923
630,1604,so W40p0 EOF5 lag4,-0.010270711390342835,0.010270711390342835,1,1604
631,590,thetao W30p0 EOF1 lag7,0.010264918824462801,0.010264918824462801,1,590
632,1622,so W40p0 EOF3 lag6,-0.010259339978707524,0.010259339978707524,1,1622
633,2508,so W10p0 EOF9 lag16,-0.010254487851762735,0.010254487851762735,1,2508
634,1462,so W60p0 EOF3 lag16,-0.010230638231244978,0.010230638231244978,1,1462
635,897,thetao W20p0 EOF8 lag11,0.01022807424900478,0.01022807424900478,1,897
636,1574,so W40p0 EOF5 lag1,-0.010220829452170796,0.010220829452170796,1,1574
637,1944,so W30p0 EOF5 lag12,-0.010218155316865127,0.010218155316865127,1,1944
638,236,thetao W60p0 EOF7 lag23,0.010184043890702989,0.010184043890702989,1,236
639,293,thetao W40p0 EOF4 lag3,0.010183193594194085,0.010183193594194085,1,293
640,1978,so W30p0 EOF9 lag15,0.01018310495521075,0.01018310495521075,1,1978
641,1257,thetao W10p0 EOF8 lag21,0.010166511495889163,0.010166511495889163,1,1257
642,1015,thetao W20p0 EOF6 lag23,0.010156135924383204,0.010156135924383204,1,1015
643,698,thetao W30p0 EOF9 lag17,0.010145141077995239,0.010145141077995239,1,698
644,1933,so W30p0 EOF4 lag11,-0.010123130718578614,0.010123130718578614,1,1933
645,38,thetao W60p0 EOF9 lag3,-0.010117117016819152,0.010117117016819152,1,38
646,243,thetao W60p0 EOF4 lag24,-0.010096330028296721,0.010096330028296721,1,243
647,936,thetao W20p0 EOF7 lag15,0.0100935856728458,0.0100935856728458,1,936
648,1579,so W40p0 EOF10 lag1,0.010093548309132783,0.010093548309132783,1,1579
649,2380,so W10p0 EOF1 lag4,-0.010088876903213124,0.010088876903213124,1,2380
650,878,thetao W20p0 EOF9 lag9,-0.01008636596172942,0.01008636596172942,1,878
651,1902,so W30p0 EOF3 lag8,0.010081054862459313,0.010081054862459313,1,1902
652,2089,so W20p0 EOF10 lag0,-0.010075875160787204,0.010075875160787204,1,2089
653,279,thetao W40p0 EOF10 lag1,-0.010075642832225548,0.010075642832225548,1,279
654,1786,so W40p0 EOF7 lag22,-0.01006340200654869,0.01006340200654869,1,1786
655,2102,so W20p0 EOF3 lag2,-0.010047965030920166,0.010047965030920166,1,2102
656,1485,so W60p0 EOF6 lag18,0.010043058111596474,0.010043058111596474,1,1485
657,1776,so W40p0 EOF7 lag21,-0.01003934966299989,0.01003934966299989,1,1776
658,1842,so W30p0 EOF3 lag2,0.010039162746896464,0.010039162746896464,1,1842
659,18,thetao W60p0 EOF9 lag1,-0.010032556114696398,0.010032556114696398,1,18
660,777,thetao W30p0 EOF8 lag25,0.00998196444981088,0.00998196444981088,1,777
661,510,thetao W40p0 EOF1 lag25,0.009966251553070694,0.009966251553070694,1,510
662,828,thetao W20p0 EOF9 lag4,-0.009963850868736565,0.009963850868736565,1,828
663,1859,so W30p0 EOF10 lag3,0.00996036733102901,0.00996036733102901,1,1859
664,1915,so W30p0 EOF6 lag9,-0.009958112223627717,0.009958112223627717,1,1915
665,1433,so W60p0 EOF4 lag13,0.009951614053435332,0.009951614053435332,1,1433
666,396,thetao W40p0 EOF7 lag13,0.009950857925363696,0.009950857925363696,1,396
667,1831,so W30p0 EOF2 lag1,0.009946961469086258,0.009946961469086258,1,1831
668,2242,so W20p0 EOF3 lag16,0.009936839315803926,0.009936839315803926,1,2242
669,996,thetao W20p0 EOF7 lag21,0.009893447318867167,0.009893447318867167,1,996
670,1313,so W60p0 EOF4 lag1,0.009882692020584276,0.009882692020584276,1,1313
671,1278,thetao W10p0 EOF9 lag23,-0.009871924031779554,0.009871924031779554,1,1278
672,389,thetao W40p0 EOF10 lag12,-0.009861794270250336,0.009861794270250336,1,389
673,2308,so W20p0 EOF9 lag22,0.00985280841350193,0.00985280841350193,1,2308
674,2485,so W10p0 EOF6 lag14,-0.009852233378376964,0.009852233378376964,1,2485
675,600,thetao W30p0 EOF1 lag8,0.00984478595271631,0.00984478595271631,1,600
676,178,thetao W60p0 EOF9 lag17,-0.009841801239816693,0.009841801239816693,1,178
677,1889,so W30p0 EOF10 lag6,0.009825480807859305,0.009825480807859305,1,1889
678,1522,so W60p0 EOF3 lag22,-0.009817900864539705,0.009817900864539705,1,1522
679,2412,so W10p0 EOF3 lag7,0.009809860573568734,0.009809860573568734,1,2412
680,877,thetao W20p0 EOF8 lag9,-0.009803647132813257,0.009803647132813257,1,877
681,15,thetao W60p0 EOF6 lag1,-0.00979706756845081,0.00979706756845081,1,15
682,2426,so W10p0 EOF7 lag8,-0.009792515207045504,0.009792515207045504,1,2426
683,2244,so W20p0 EOF5 lag16,-0.00976045225984984,0.00976045225984984,1,2244
684,751,thetao W30p0 EOF2 lag23,-0.009757259922800889,0.009757259922800889,1,751
685,1874,so W30p0 EOF5 lag5,-0.009753018054885383,0.009753018054885383,1,1874
686,1879,so W30p0 EOF10 lag5,0.009737451177732271,0.009737451177732271,1,1879
687,1647,so W40p0 EOF8 lag8,-0.00973558795991752,0.00973558795991752,1,1647
688,1374,so W60p0 EOF5 lag7,-0.00973025748963937,0.00973025748963937,1,1374
689,268,thetao W40p0 EOF9 lag0,0.009720435504291745,0.009720435504291745,1,268
690,1461,so W60p0 EOF2 lag16,-0.009719541973154418,0.009719541973154418,1,1461
691,106,thetao W60p0 EOF7 lag10,0.009719308784233138,0.009719308784233138,1,106
692,829,thetao W20p0 EOF10 lag4,-0.009705484977161088,0.009705484977161088,1,829
693,496,thetao W40p0 EOF7 lag23,0.009689979066988028,0.009689979066988028,1,496
694,2592,so W10p0 EOF3 lag25,-0.009684857729398774,0.009684857729398774,1,2592
695,108,thetao W60p0 EOF9 lag10,-0.009662242630374285,0.009662242630374285,1,108
696,1387,so W60p0 EOF8 lag8,-0.009656131427429023,0.009656131427429023,1,1387
697,1032,thetao W20p0 EOF3 lag25,0.009651965869039799,0.009651965869039799,1,1032
698,212,thetao W60p0 EOF3 lag21,-0.009647784853056143,0.009647784853056143,1,212
699,710,thetao W30p0 EOF1 lag19,0.009647221386999307,0.009647221386999307,1,710
700,1727,so W40p0 EOF8 lag16,-0.009643783225270895,0.009643783225270895,1,1727
701,669,thetao W30p0 EOF10 lag14,-0.009638740113268164,0.009638740113268164,1,669
702,2216,so W20p0 EOF7 lag13,-0.009605187894421776,0.009605187894421776,1,2216
703,2409,so W10p0 EOF10 lag6,-0.009580361923771997,0.009580361923771997,1,2409
704,1378,so W60p0 EOF9 lag7,0.009579044594295838,0.009579044594295838,1,1378
705,2468,so W10p0 EOF9 lag12,0.009556302366973161,0.009556302366973161,1,2468
706,1144,thetao W10p0 EOF5 lag10,-0.009527922846306816,0.009527922846306816,1,1144
707,369,thetao W40p0 EOF10 lag10,0.009522255396397918,0.009522255396397918,1,369
708,505,thetao W40p0 EOF6 lag24,0.009508417543190765,0.009508417543190765,1,505
709,1949,so W30p0 EOF10 lag12,-0.009470968734818584,0.009470968734818584,1,1949
710,2502,so W10p0 EOF3 lag16,-0.00946787465958992,0.00946787465958992,1,2502
711,1240,thetao W10p0 EOF1 lag20,0.009465477152779811,0.009465477152779811,1,1240
712,1279,thetao W10p0 EOF10 lag23,0.009455513187917068,0.009455513187917068,1,1279
713,1853,so W30p0 EOF4 lag3,0.009448605180603042,0.009448605180603042,1,1853
714,1404,so W60p0 EOF5 lag10,-0.009444807596354361,0.009444807596354361,1,1404
715,1488,so W60p0 EOF9 lag18,0.009442866728953081,0.009442866728953081,1,1488
716,1723,so W40p0 EOF4 lag16,0.00942896040476367,0.00942896040476367,1,1723
717,1063,thetao W10p0 EOF4 lag2,0.00942229148973399,0.00942229148973399,1,1063
718,2075,so W30p0 EOF6 lag25,0.009409377777418347,0.009409377777418347,1,2075
719,1773,so W40p0 EOF4 lag21,0.009409108897804764,0.009409108897804764,1,1773
720,1775,so W40p0 EOF6 lag21,0.009408899645609042,0.009408899645609042,1,1775
721,242,thetao W60p0 EOF3 lag24,-0.009400807073369915,0.009400807073369915,1,242
722,103,thetao W60p0 EOF4 lag10,-0.009393566931066839,0.009393566931066839,1,103
723,728,thetao W30p0 EOF9 lag20,0.009391711542116996,0.009391711542116996,1,728
724,2423,so W10p0 EOF4 lag8,-0.009384464088580255,0.009384464088580255,1,2423
725,1919,so W30p0 EOF10 lag9,0.009378333773569204,0.009378333773569204,1,1919
726,1542,so W60p0 EOF3 lag24,-0.009367136588507062,0.009367136588507062,1,1542
727,1384,so W60p0 EOF5 lag8,-0.009366726142211085,0.009366726142211085,1,1384
728,2186,so W20p0 EOF7 lag10,-0.009355393888471742,0.009355393888471742,1,2186
729,1443,so W60p0 EOF4 lag14,0.009350326187692243,0.009350326187692243,1,1443
730,2166,so W20p0 EOF7 lag8,-0.009335841450860222,0.009335841450860222,1,2166
731,2222,so W20p0 EOF3 lag14,0.009329697169473954,0.009329697169473954,1,2222
732,927,thetao W20p0 EOF8 lag14,0.009328813630232077,0.009328813630232077,1,927
733,1227,thetao W10p0 EOF8 lag18,0.009317198438822434,0.009317198438822434,1,1227
734,1226,thetao W10p0 EOF7 lag18,0.009307037375571599,0.009307037375571599,1,1226
735,1528,so W60p0 EOF9 lag22,0.009295672888399768,0.009295672888399768,1,1528
736,2053,so W30p0 EOF4 lag23,-0.009290132052221005,0.009290132052221005,1,2053
737,2330,so W20p0 EOF1 lag25,-0.009289170828351128,0.009289170828351128,1,2330
738,2079,so W30p0 EOF10 lag25,-0.009289065766373042,0.009289065766373042,1,2079
739,2090,so W20p0 EOF1 lag1,-0.009283181742018465,0.009283181742018465,1,2090
740,1014,thetao W20p0 EOF5 lag23,0.009277528314284982,0.009277528314284982,1,1014
741,373,thetao W40p0 EOF4 lag11,0.009268991986896359,0.009268991986896359,1,373
742,222,thetao W60p0 EOF3 lag22,-0.009268750840892933,0.009268750840892933,1,222
743,1210,thetao W10p0 EOF1 lag17,0.009257771901505823,0.009257771901505823,1,1210
744,1693,so W40p0 EOF4 lag13,0.00923969350846122,0.00923969350846122,1,1693
745,1417,so W60p0 EOF8 lag11,0.009220492362255464,0.009220492362255464,1,1417
746,2436,so W10p0 EOF7 lag9,0.00921151537122059,0.00921151537122059,1,2436
747,782,thetao W20p0 EOF3 lag0,-0.00919911958517543,0.00919911958517543,1,782
748,1784,so W40p0 EOF5 lag22,0.009195324288949668,0.009195324288949668,1,1784
749,1936,so W30p0 EOF7 lag11,0.009185160653485852,0.009185160653485852,1,1936
750,1519,so W60p0 EOF10 lag21,-0.009171073558538589,0.009171073558538589,1,1519
751,484,thetao W40p0 EOF5 lag22,0.009157398968198784,0.009157398968198784,1,484
752,2402,so W10p0 EOF3 lag6,0.009139767827508402,0.009139767827508402,1,2402
753,385,thetao W40p0 EOF6 lag12,0.00913807436939186,0.00913807436939186,1,385
754,394,thetao W40p0 EOF5 lag13,0.009127922581659717,0.009127922581659717,1,394
755,1654,so W40p0 EOF5 lag9,-0.00912645564470425,0.00912645564470425,1,1654
756,400,thetao W40p0 EOF1 lag14,-0.009124927702338387,0.009124927702338387,1,400
757,2025,so W30p0 EOF6 lag20,0.00909225674525533,0.00909225674525533,1,2025
758,2203,so W20p0 EOF4 lag12,0.009084712586211068,0.009084712586211068,1,2203
759,1756,so W40p0 EOF7 lag19,-0.009082245547166645,0.009082245547166645,1,1756
760,1377,so W60p0 EOF8 lag7,0.009081582751987777,0.009081582751987777,1,1377
761,1799,so W40p0 EOF10 lag23,0.009081245241577881,0.009081245241577881,1,1799
762,1904,so W30p0 EOF5 lag8,-0.009075452402697224,0.009075452402697224,1,1904
763,908,thetao W20p0 EOF9 lag12,-0.009072901494477816,0.009072901494477816,1,908
764,86,thetao W60p0 EOF7 lag8,-0.009069923925413765,0.009069923925413765,1,86
765,1962,so W30p0 EOF3 lag14,0.009065590346926061,0.009065590346926061,1,1962
766,714,thetao W30p0 EOF5 lag19,0.009057213187979758,0.009057213187979758,1,714
767,734,thetao W30p0 EOF5 lag21,0.009056172962883989,0.009056172962883989,1,734
768,2419,so W10p0 EOF10 lag7,-0.009049619004630529,0.009049619004630529,1,2419
769,1406,so W60p0 EOF7 lag10,-0.00903727146659142,0.00903727146659142,1,1406
770,533,thetao W30p0 EOF4 lag1,0.009032590961641062,0.009032590961641062,1,533
771,539,thetao W30p0 EOF10 lag1,0.009023950758227262,0.009023950758227262,1,539
772,328,thetao W40p0 EOF9 lag6,-0.00900186047552115,0.00900186047552115,1,328
773,1503,so W60p0 EOF4 lag20,-0.008999725862325433,0.008999725862325433,1,1503
774,1996,so W30p0 EOF7 lag17,0.008997526589072009,0.008997526589072009,1,1996
775,2555,so W10p0 EOF6 lag21,-0.008983555841076556,0.008983555841076556,1,2555
776,2065,so W30p0 EOF6 lag24,0.008980582251818765,0.008980582251818765,1,2065
777,2234,so W20p0 EOF5 lag15,-0.008980571813299474,0.008980571813299474,1,2234
778,711,thetao W30p0 EOF2 lag19,-0.008980263078279914,0.008980263078279914,1,711
779,530,thetao W30p0 EOF1 lag1,0.008979887942346039,0.008979887942346039,1,530
780,1172,thetao W10p0 EOF3 lag13,-0.008978767594110329,0.008978767594110329,1,1172
781,2504,so W10p0 EOF5 lag16,-0.00897597191947239,0.00897597191947239,1,2504
782,861,thetao W20p0 EOF2 lag8,0.008975839624925019,0.008975839624925019,1,861
783,849,thetao W20p0 EOF10 lag6,-0.008961162177967344,0.008961162177967344,1,849
784,1982,so W30p0 EOF3 lag16,0.00894965759376144,0.00894965759376144,1,1982
785,801,thetao W20p0 EOF2 lag2,0.00893241711198334,0.00893241711198334,1,801
786,2470,so W10p0 EOF1 lag13,-0.00891859297057821,0.00891859297057821,1,2470
787,1199,thetao W10p0 EOF10 lag15,-0.00891726312162125,0.00891726312162125,1,1199
788,516,thetao W40p0 EOF7 lag25,0.008889093353694213,0.008889093353694213,1,516
789,124,thetao W60p0 EOF5 lag12,0.008868786975771087,0.008868786975771087,1,124
790,154,thetao W60p0 EOF5 lag15,0.008864331885782369,0.008864331885782369,1,154
791,2533,so W10p0 EOF4 lag19,0.008861993998621191,0.008861993998621191,1,2533
792,580,thetao W30p0 EOF1 lag6,0.008840735736488742,0.008840735736488742,1,580
793,1976,so W30p0 EOF7 lag15,-0.008835150439131235,0.008835150439131235,1,1976
794,733,thetao W30p0 EOF4 lag21,0.008832415529072981,0.008832415529072981,1,733
795,2387,so W10p0 EOF8 lag4,-0.008825457751551302,0.008825457751551302,1,2387
796,1557,so W60p0 EOF8 lag25,0.008820713294941815,0.008820713294941815,1,1557
797,2068,so W30p0 EOF9 lag24,0.008817710390179144,0.008817710390179144,1,2068
798,2155,so W20p0 EOF6 lag7,-0.008811726790957286,0.008811726790957286,1,2155
799,727,thetao W30p0 EOF8 lag20,0.008779551155662224,0.008779551155662224,1,727
800,94,thetao W60p0 EOF5 lag9,0.008774583497656677,0.008774583497656677,1,94
801,2237,so W20p0 EOF8 lag15,0.008773703767816433,0.008773703767816433,1,2237
802,164,thetao W60p0 EOF5 lag16,0.008773016434305404,0.008773016434305404,1,164
803,657,thetao W30p0 EOF8 lag13,0.008772923588860814,0.008772923588860814,1,657
804,1295,thetao W10p0 EOF6 lag25,-0.008766812576141923,0.008766812576141923,1,1295
805,2462,so W10p0 EOF3 lag12,0.008763197574529013,0.008763197574529013,1,2462
806,2004,so W30p0 EOF5 lag18,-0.00876134108726274,0.00876134108726274,1,2004
807,819,thetao W20p0 EOF10 lag3,0.008754694511861016,0.008754694511861016,1,819
808,1169,thetao W10p0 EOF10 lag12,0.008745736127285547,0.008745736127285547,1,1169
809,1064,thetao W10p0 EOF5 lag2,0.008744703710989267,0.008744703710989267,1,1064
810,104,thetao W60p0 EOF5 lag10,0.00874149483465327,0.00874149483465327,1,104
811,1669,so W40p0 EOF10 lag10,-0.008740827965324707,0.008740827965324707,1,1669
812,2389,so W10p0 EOF10 lag4,-0.008727888627855217,0.008727888627855217,1,2389
813,1594,so W40p0 EOF5 lag3,-0.00869654132638928,0.00869654132638928,1,1594
814,703,thetao W30p0 EOF4 lag18,0.008692989011169959,0.008692989011169959,1,703
815,589,thetao W30p0 EOF10 lag6,-0.008686867037365563,0.008686867037365563,1,589
816,1567,so W40p0 EOF8 lag0,0.008686768080944384,0.008686768080944384,1,1567
817,2010,so W30p0 EOF1 lag19,0.008682902206524394,0.008682902206524394,1,2010
818,374,thetao W40p0 EOF5 lag11,0.008671580566942127,0.008671580566942127,1,374
819,2343,so W10p0 EOF4 lag0,-0.008668749650802216,0.008668749650802216,1,2343
820,1702,so W40p0 EOF3 lag14,-0.008663427346076823,0.008663427346076823,1,1702
821,1585,so W40p0 EOF6 lag2,-0.008661566394469527,0.008661566394469527,1,1585
822,1402,so W60p0 EOF3 lag10,0.008656944627880579,0.008656944627880579,1,1402
823,163,thetao W60p0 EOF4 lag16,0.008656037781291589,0.008656037781291589,1,163
824,1320,so W60p0 EOF1 lag2,-0.008655915237204881,0.008655915237204881,1,1320
825,2518,so W10p0 EOF9 lag17,-0.008649287267628513,0.008649287267628513,1,2518
826,1898,so W30p0 EOF9 lag7,0.008648525995442564,0.008648525995442564,1,1898
827,1796,so W40p0 EOF7 lag23,-0.008639553838180304,0.008639553838180304,1,1796
828,1549,so W60p0 EOF10 lag24,0.008636638930836202,0.008636638930836202,1,1549
829,33,thetao W60p0 EOF4 lag3,-0.008634930615477302,0.008634930615477302,1,33
830,277,thetao W40p0 EOF8 lag1,-0.00863202889063562,0.00863202889063562,1,277
831,999,thetao W20p0 EOF10 lag21,0.0086258295699909,0.0086258295699909,1,999
832,52,thetao W60p0 EOF3 lag5,-0.008625714559888496,0.008625714559888496,1,52
833,1224,thetao W10p0 EOF5 lag18,-0.008614699667906721,0.008614699667906721,1,1224
834,765,thetao W30p0 EOF6 lag24,0.008609108279218996,0.008609108279218996,1,765
835,1566,so W40p0 EOF7 lag0,0.008607056724431003,0.008607056724431003,1,1566
836,901,thetao W20p0 EOF2 lag12,0.008606515993508755,0.008606515993508755,1,901
837,2117,so W20p0 EOF8 lag3,-0.008598595464905696,0.008598595464905696,1,2117
838,1333,so W60p0 EOF4 lag3,-0.008589631112630967,0.008589631112630967,1,1333
839,1203,thetao W10p0 EOF4 lag16,-0.008587189044274354,0.008587189044274354,1,1203
840,2158,so W20p0 EOF9 lag7,0.008579549348837555,0.008579549348837555,1,2158
841,1072,thetao W10p0 EOF3 lag3,-0.008570852336559248,0.008570852336559248,1,1072
842,1125,thetao W10p0 EOF6 lag8,-0.008560771545367654,0.008560771545367654,1,1125
843,968,thetao W20p0 EOF9 lag18,-0.0085477541722003,0.0085477541722003,1,968
844,1802,so W40p0 EOF3 lag24,0.008545319423630907,0.008545319423630907,1,1802
845,907,thetao W20p0 EOF8 lag12,0.008542728738919614,0.008542728738919614,1,907
846,2062,so W30p0 EOF3 lag24,-0.008540353860062626,0.008540353860062626,1,2062
847,2120,so W20p0 EOF1 lag4,-0.008539993769792469,0.008539993769792469,1,2120
848,185,thetao W60p0 EOF6 lag18,-0.008537235811257999,0.008537235811257999,1,185
849,1494,so W60p0 EOF5 lag19,-0.008533518136518755,0.008533518136518755,1,1494
850,393,thetao W40p0 EOF4 lag13,-0.00852800490975761,0.00852800490975761,1,393
851,1499,so W60p0 EOF10 lag19,0.008523697082774612,0.008523697082774612,1,1499
852,2371,so W10p0 EOF2 lag3,0.008520208192648005,0.008520208192648005,1,2371
853,940,thetao W20p0 EOF1 lag16,-0.00851990920922052,0.00851990920922052,1,940
854,2443,so W10p0 EOF4 lag10,0.008517931466391609,0.008517931466391609,1,2443
855,2076,so W30p0 EOF7 lag25,0.008504952935624272,0.008504952935624272,1,2076
856,667,thetao W30p0 EOF8 lag14,0.00848605172137819,0.00848605172137819,1,667
857,1705,so W40p0 EOF6 lag14,0.00848591245552328,0.00848591245552328,1,1705
858,174,thetao W60p0 EOF5 lag17,0.008482225613276748,0.008482225613276748,1,174
859,2054,so W30p0 EOF5 lag23,-0.008478858286892623,0.008478858286892623,1,2054
860,1792,so W40p0 EOF3 lag23,0.00847783780130206,0.00847783780130206,1,1792
861,2403,so W10p0 EOF4 lag6,-0.008471878572578672,0.008471878572578672,1,2403
862,355,thetao W40p0 EOF6 lag9,0.008463624988633888,0.008463624988633888,1,355
863,857,thetao W20p0 EOF8 lag7,0.00845795813843453,0.00845795813843453,1,857
864,1198,thetao W10p0 EOF9 lag15,-0.008457765841553423,0.008457765841553423,1,1198
865,1753,so W40p0 EOF4 lag19,0.008454868141096207,0.008454868141096207,1,1753
866,573,thetao W30p0 EOF4 lag5,0.008454207964474247,0.008454207964474247,1,573
867,2318,so W20p0 EOF9 lag23,0.008453296923801507,0.008453296923801507,1,2318
868,1768,so W40p0 EOF9 lag20,-0.008448254361531033,0.008448254361531033,1,1768
869,892,thetao W20p0 EOF3 lag11,-0.008444060969738444,0.008444060969738444,1,892
870,72,thetao W60p0 EOF3 lag7,-0.008437923655979946,0.008437923655979946,1,72
871,1948,so W30p0 EOF9 lag12,-0.008433033866922488,0.008433033866922488,1,1948
872,2556,so W10p0 EOF7 lag21,-0.00842130144722952,0.00842130144722952,1,2556
873,2455,so W10p0 EOF6 lag11,0.008380507194366752,0.008380507194366752,1,2455
874,1917,so W30p0 EOF8 lag9,-0.008375340188243523,0.008375340188243523,1,1917
875,1186,thetao W10p0 EOF7 lag14,0.008362429914714455,0.008362429914714455,1,1186
876,966,thetao W20p0 EOF7 lag18,0.008343932247603656,0.008343932247603656,1,966
877,228,thetao W60p0 EOF9 lag22,0.008342861994582373,0.008342861994582373,1,228
878,1067,thetao W10p0 EOF8 lag2,-0.008338262960425169,0.008338262960425169,1,1067
879,759,thetao W30p0 EOF10 lag23,0.008328301738917286,0.008328301738917286,1,759
880,1056,thetao W10p0 EOF7 lag1,-0.008305279717645232,0.008305279717645232,1,1056
881,1011,thetao W20p0 EOF2 lag23,-0.008295925599413757,0.008295925599413757,1,1011
882,2516,so W10p0 EOF7 lag17,-0.008294875571534775,0.008294875571534775,1,2516
883,230,thetao W60p0 EOF1 lag23,0.008282163629668495,0.008282163629668495,1,230
884,2326,so W20p0 EOF7 lag24,-0.008275409535995051,0.008275409535995051,1,2326
885,188,thetao W60p0 EOF9 lag18,-0.0082722937497712,0.0082722937497712,1,188
886,1809,so W40p0 EOF10 lag24,0.008246493451083756,0.008246493451083756,1,1809
887,2498,so W10p0 EOF9 lag15,0.00823386340841977,0.00823386340841977,1,2498
888,168,thetao W60p0 EOF9 lag16,-0.00822698364043752,0.00822698364043752,1,168
889,2511,so W10p0 EOF2 lag17,-0.008213680687907577,0.008213680687907577,1,2511
890,2563,so W10p0 EOF4 lag22,0.008208274266095113,0.008208274266095113,1,2563
891,1687,so W40p0 EOF8 lag12,-0.008198953093363113,0.008198953093363113,1,1687
892,1218,thetao W10p0 EOF9 lag17,-0.008184099006951077,0.008184099006951077,1,1218
893,1439,so W60p0 EOF10 lag13,-0.008180444753727336,0.008180444753727336,1,1439
894,725,thetao W30p0 EOF6 lag20,-0.00817852568117318,0.00817852568117318,1,725
895,1017,thetao W20p0 EOF8 lag23,0.008151785399779558,0.008151785399779558,1,1017
896,116,thetao W60p0 EOF7 lag11,0.008144645399179128,0.008144645399179128,1,116
897,1896,so W30p0 EOF7 lag7,-0.008139356559101021,0.008139356559101021,1,1896
898,1830,so W30p0 EOF1 lag1,-0.008127804144412649,0.008127804144412649,1,1830
899,2045,so W30p0 EOF6 lag22,0.008126592120308675,0.008126592120308675,1,2045
900,1339,so W60p0 EOF10 lag3,-0.00812101167780034,0.00812101167780034,1,1339
901,1780,so W40p0 EOF1 lag22,0.008116586469915114,0.008116586469915114,1,1780
902,1105,thetao W10p0 EOF6 lag6,0.008114566868769945,0.008114566868769945,1,1105
903,1988,so W30p0 EOF9 lag16,0.00810371942279182,0.00810371942279182,1,1988
904,2568,so W10p0 EOF9 lag22,0.008100464263545087,0.008100464263545087,1,2568
905,2538,so W10p0 EOF9 lag19,-0.008094366871700169,0.008094366871700169,1,2538
906,110,thetao W60p0 EOF1 lag11,0.00808684462166994,0.00808684462166994,1,110
907,90,thetao W60p0 EOF1 lag9,0.008083522678514359,0.008083522678514359,1,90
908,36,thetao W60p0 EOF7 lag3,0.008062802620804851,0.008062802620804851,1,36
909,565,thetao W30p0 EOF6 lag4,0.00805331558121968,0.00805331558121968,1,565
910,1743,so W40p0 EOF4 lag18,0.008048102582770887,0.008048102582770887,1,1743
911,1907,so W30p0 EOF8 lag8,0.008046500511705277,0.008046500511705277,1,1907
912,96,thetao W60p0 EOF7 lag9,0.008033783287455758,0.008033783287455758,1,96
913,1684,so W40p0 EOF5 lag12,-0.008015131868703387,0.008015131868703387,1,1684
914,2427,so W10p0 EOF8 lag8,0.008012014457371363,0.008012014457371363,1,2427
915,1025,thetao W20p0 EOF6 lag24,0.008006774144021084,0.008006774144021084,1,1025
916,2019,so W30p0 EOF10 lag19,0.007979887545483264,0.007979887545483264,1,2019
917,485,thetao W40p0 EOF6 lag22,-0.007977055553205692,0.007977055553205692,1,485
918,1422,so W60p0 EOF3 lag12,-0.007970783511689398,0.007970783511689398,1,1422
919,2587,so W10p0 EOF8 lag24,-0.007964117785671942,0.007964117785671942,1,2587
920,2230,so W20p0 EOF1 lag15,0.007956210037975439,0.007956210037975439,1,2230
921,1596,so W40p0 EOF7 lag3,0.00792737634534021,0.00792737634534021,1,1596
922,1356,so W60p0 EOF7 lag5,-0.007922767016741742,0.007922767016741742,1,1356
923,1999,so W30p0 EOF10 lag17,-0.007908509264675147,0.007908509264675147,1,1999
924,1432,so W60p0 EOF3 lag13,-0.007904747154857445,0.007904747154857445,1,1432
925,629,thetao W30p0 EOF10 lag10,-0.007903400616066081,0.007903400616066081,1,629
926,92,thetao W60p0 EOF3 lag9,-0.007901252265765144,0.007901252265765144,1,92
927,1204,thetao W10p0 EOF5 lag16,-0.00788627954703017,0.00788627954703017,1,1204
928,2486,so W10p0 EOF7 lag14,-0.007883937232839628,0.007883937232839628,1,2486
929,2152,so W20p0 EOF3 lag7,-0.007876584841367523,0.007876584841367523,1,2152
