n,feature,score,curve_r2
1,thetao W60p0 EOF2 lag0,,0.6704538061257936
2,thetao W20p0 EOF9 lag4,,0.6629881030145007
3,thetao W10p0 EOF2 lag18,,0.6960104795421173
4,so W30p0 EOF1 lag5,,0.737796527795949
5,thetao W10p0 EOF2 lag19,,0.7521183703779041
6,so W60p0 EOF1 lag10,,0.7462636822977842
7,thetao W60p0 EOF2 lag1,,0.7522515389930953
8,so W60p0 EOF1 lag9,,0.7510899549225758
9,thetao W20p0 EOF2 lag1,,0.7855108758931629
10,thetao W10p0 EOF2 lag17,,0.7866899617212019
