alpha,mean_cv_r2,std_cv_r2,n_folds_used
30.0,-1.2318602837331503,1.1477449160880007,3
40.0,-1.3145220187021776,1.1139982595955422,3
50.0,-1.7055930696167614,1.3696301871184509,3
60.0,-2.199195418685237,1.794941878238675,3
70.0,-2.7103559718981907,2.2903257098318806,3
100.0,-4.092587768241139,3.7293986268368604,3
10.0,-4.816855871321965,5.952038700224754,3
5.0,-7.538776916505174,9.53337457175303,3
300.0,-8.150539580575069,8.042254121422188,3
4.0,-8.170645831232973,10.324551810556478,3
3.0,-8.90100805820259,11.220056409129649,3
1.0,-14.977162870501038,19.293007779536072,3
0.3,-36.12970269628976,48.80984736716388,3
0.1,-57.853908181043266,79.36903558814298,3
0.03,-70.84680930620507,97.67842174484359,3
0.01,-75.39853934058611,104.09595004859295,3
