alpha,mean_cv_r2,std_cv_r2,n_folds_used
10.0,-1.1843636688419312,0.6647562957872892,3
30.0,-1.213368946212696,0.45805819523513924,3
40.0,-1.520592961930016,0.5141329678318105,3
50.0,-1.8372126010873944,0.6437207988550724,3
5.0,-1.9832944267740469,1.0668378644202456,3
60.0,-2.1391950976835457,0.8018164505792905,3
4.0,-2.3339213667616825,1.2769671231486306,3
70.0,-2.419108847904528,0.9650681081504413,3
3.0,-2.824989030664747,1.5904652394401824,3
100.0,-3.122970441050313,1.4162679812099732,3
1.0,-4.6639184426165246,2.8622623093867414,3
300.0,-5.186657259301166,2.930751250226422,3
0.3,-5.88517849794562,3.759010550549992,3
0.1,-6.338699033588109,4.103336796491915,3
0.03,-6.5111897375287535,4.236474396107863,3
0.01,-6.561844308131644,4.275846285299807,3
