n,feature,score,curve_r2
1,thetao W60p0 EOF2 lag0,,0.0010336366774521
2,thetao W40p0 EOF3 lag0,,0.0169814364517337
3,thetao W10p0 EOF2 lag6,,0.0184597266842173
4,thetao W10p0 EOF2 lag5,,0.0184644026390496
5,thetao W10p0 EOF2 lag7,,0.0192095239289559
6,thetao W10p0 EOF2 lag4,,0.019332450669996
7,thetao W10p0 EOF2 lag8,,0.0254837187958788
8,thetao W10p0 EOF2 lag3,,0.0333437688680121
9,thetao W60p0 EOF2 lag1,,0.0457783268643404
10,thetao W10p0 EOF2 lag2,,0.0540047913915088
