n,feature,score,curve_r2
1,thetao W40p0 EOF3 lag0,,0.0104136778974486
2,thetao W60p0 EOF2 lag0,,0.0778353364040949
3,thetao W40p0 EOF2 lag18,,0.0783531458623955
4,so W60p0 EOF1 lag2,,0.092297872953279
5,so W60p0 EOF1 lag1,,0.3342635934818007
6,thetao W60p0 EOF2 lag1,,0.3543506755173344
7,so W30p0 EOF1 lag4,,0.4364490174276656
8,thetao W40p0 EOF2 lag19,,0.4554144773963353
9,thetao W40p0 EOF2 lag17,,0.5739107406655682
10,thetao W30p0 EOF3 lag19,,0.607806933902876
