n,feature,score,curve_r2
1,so W60p0 EOF1 lag0,,0.2722789759817705
2,so W60p0 EOF1 lag1,,0.3734225366018725
3,so W10p0 EOF1 lag3,,0.3790124067481488
4,so W10p0 EOF2 lag0,,0.5681847055394871
5,so W10p0 EOF1 lag2,,0.750608786029666
6,so W40p0 EOF5 lag1,,0.759376773937797
7,thetao W30p0 EOF1 lag5,,0.7871054981616665
8,thetao W30p0 EOF1 lag4,,0.7971746763208176
9,thetao W40p0 EOF6 lag2,,0.812869025682781
10,so W60p0 EOF1 lag2,,0.812870121864607
