late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
0.10854500930623712,0.5843131383829617,0.7401310308695167,0.31714262806799476,0.584313138382962,0.7401310308695168,21,10
