alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-2.069197580356771,2.8605246426541737,3
100.0,-2.230708954141727,3.07835692041372,3
70.0,-2.31941372640557,3.1940210000254594,3
60.0,-2.364375050671573,3.251507013067749,3
50.0,-2.4227180112965114,3.3248966224144496,3
40.0,-2.501307651541872,3.421461112239323,3
30.0,-2.6123705135515634,3.5529244188827294,3
10.0,-3.037911912450236,3.9671628302058233,3
5.0,-3.1953219120512166,4.014413732812912,3
4.0,-3.22508257616234,3.9992349821651003,3
3.0,-3.257500447632943,3.975004592000601,3
1.0,-3.465899879536066,4.071039733869639,3
0.3,-3.8987494910291223,4.584620535930662,3
0.1,-4.207377237549966,4.988631505478152,3
0.03,-4.3618485785360575,5.195172944635988,3
0.01,-4.412224092355822,5.262953872582094,3
