late_r2,late_corr,late_var_ratio,late_r2_anom,late_corr_anom,late_var_ratio_anom,max_lag_used,n_features_used
-1.186919921218149,0.4787740777598001,0.5181203475309825,0.22767648858984058,0.4787740777598001,0.5181203475309825,22,5
