n,feature,score,curve_r2
1,so W40p0 EOF5 lag1,,0.0359745024781988
2,thetao W40p0 EOF6 lag1,,0.0387837368516028
3,thetao W40p0 EOF6 lag2,,0.0400242774232743
4,thetao W10p0 EOF3 lag2,,0.0502863651569859
5,so W40p0 EOF5 lag0,,0.085319823092427
6,thetao W10p0 EOF3 lag3,,0.091635483162298
7,thetao W20p0 EOF3 lag2,,0.0925303102256094
8,so W40p0 EOF2 lag3,,0.1219542379299204
9,so W40p0 EOF2 lag2,,0.1285172365023582
10,so W60p0 EOF4 lag2,,0.1294509810678696
