,lag0,lag1,lag2,lag3,lag4,lag5,lag6,lag7,lag8,lag9,lag10,lag11,lag12,lag13,lag14,lag15,lag16,lag17,lag18,lag19,lag20,lag21,lag22,lag23,lag24,lag25
so W60p0 EOF1,0.5683468676054323,0.622751474509531,0.6234250181049615,0.6048068481775939,0.5801612971274009,0.5798035344553443,0.6123260516070532,0.6039264398557265,0.6248456718385608,0.5810754500686134,0.555688818931533,0.5697709327448145,0.5277478528962909,0.46099840868042796,0.4068740091127625,0.3488856496500496,0.25201663208423275,0.21926045875029218,0.211746175137342,0.1794343316954606,0.1345418203392505,0.12749811492459318,0.12672802684409354,0.08107241889433274,0.044350105805747844,0.004668323841146857
so W30p0 EOF1,-0.2408804132806464,-0.4301562658357117,-0.4574231088825041,-0.5225209135370082,-0.5261078275442703,-0.5186482469075672,-0.4471568720950635,-0.39962522916224175,-0.44386130401795515,-0.3608867071057515,-0.28430826575358187,-0.3107415427669993,-0.3288210099657794,-0.3112563846370381,-0.23455036839107873,-0.2102723679364956,-0.1271245248296387,-0.07709829542279992,-0.033992697236684806,-0.009361208955783294,-0.00037097843226406726,-0.03933169414073715,0.01049176250222968,0.044078307907285466,0.07466820769190993,0.09189875158128159
