n,delta_r2,post_r2,var,lon_tag,mode,lag
5,0.2419657205285216,0.3342635934818007,so,W60p0,1,1
9,0.1184962632692329,0.5739107406655682,thetao,W40p0,2,17
7,0.08209834191033116,0.4364490174276656,so,W30p0,1,4
13,0.06989626526035864,0.697778892557207,so,W30p0,1,3
2,0.06742165850664628,0.0778353364040949,thetao,W60p0,2,0
27,0.047531665188673355,0.936237804525993,thetao,W60p0,2,2
15,0.04304946805110044,0.7709155162705885,thetao,W30p0,3,20
10,0.03389619323730775,0.607806933902876,thetao,W30p0,3,19
14,0.03008715566228104,0.7278660482194881,thetao,W30p0,4,4
25,0.029455120148060843,0.8774142678684579,thetao,W30p0,3,17
21,0.025371358610504435,0.8177686130037901,so,W60p0,1,0
23,0.024127312651623156,0.8413879678019286,thetao,W40p0,2,20
6,0.020087082035533776,0.35435067551733446,thetao,W60p0,2,1
8,0.018965459968669718,0.45541447739633534,thetao,W40p0,2,19
28,0.016717538856253267,0.9529553433822463,so,W20p0,2,18
4,0.013944727090883569,0.09229787295327907,so,W60p0,1,2
32,0.013737631326785515,0.9796594322632005,thetao,W10p0,2,6
11,0.012093277928416857,0.6199002118312928,thetao,W30p0,3,18
26,0.011291871468861792,0.8887061393373197,so,W40p0,2,0
19,0.010305985815802554,0.7894578050694147,so,W30p0,1,5
30,0.010038877611851293,0.9638848883772241,thetao,W30p0,4,0
