alpha,mean_cv_r2,std_cv_r2,n_folds_used
0.3,-0.17437001657465598,0.4298627406018153,3
0.1,-0.17657218279232031,0.3959486263909195,3
0.03,-0.24906579463088666,0.3604185421599737,3
1.0,-0.2844200940754005,0.4045401576062926,3
0.01,-0.30010942835062626,0.36121579767058615,3
3.0,-0.4308007693061951,0.3002022948288077,3
4.0,-0.4638584159012165,0.2618294237632158,3
5.0,-0.48595292435190696,0.23080921233228854,3
10.0,-0.533277774447219,0.1378479778381613,3
30.0,-0.5656426083160985,0.053698715268278525,3
40.0,-0.5715472294539655,0.05712286752215505,3
50.0,-0.5761565874549208,0.06527892056857638,3
60.0,-0.5799857783969579,0.07362507702283247,3
70.0,-0.5832590256454121,0.08116234711580916,3
100.0,-0.5908198856420624,0.09863968318354464,3
300.0,-0.6104377357939398,0.14062591481964795,3
