n_features,post_r2,delta_r2
1,0.010413677897448625,
2,0.0778353364040949,0.06742165850664628
3,0.0783531458623955,0.0005178094583005999
4,0.09229787295327907,0.013944727090883569
5,0.3342635934818007,0.2419657205285216
6,0.35435067551733446,0.020087082035533776
7,0.4364490174276656,0.08209834191033116
8,0.45541447739633534,0.018965459968669718
9,0.5739107406655682,0.1184962632692329
10,0.607806933902876,0.03389619323730775
11,0.6199002118312928,0.012093277928416857
12,0.6278826272968484,0.007982415465555559
13,0.697778892557207,0.06989626526035864
14,0.7278660482194881,0.03008715566228104
15,0.7709155162705885,0.04304946805110044
16,0.7750206245554904,0.004105108284901848
17,0.7749651537274127,-5.54708280776639e-05
18,0.7791518192536121,0.004186665526199396
19,0.7894578050694147,0.010305985815802554
20,0.7923972543932857,0.002939449323871024
21,0.8177686130037901,0.025371358610504435
22,0.8172606551503054,-0.0005079578534846751
23,0.8413879678019286,0.024127312651623156
24,0.847959147720397,0.0065711799184684505
25,0.8774142678684579,0.029455120148060843
26,0.8887061393373197,0.011291871468861792
27,0.936237804525993,0.047531665188673355
28,0.9529553433822463,0.016717538856253267
29,0.9538460107653728,0.0008906673831264866
30,0.9638848883772241,0.010038877611851293
31,0.965921800936415,0.0020369125591909176
32,0.9796594322632005,0.013737631326785515
33,0.9803393924796018,0.0006799602164012652
34,0.9874578179182095,0.007118425438607745
35,0.9872617582947014,-0.00019605962350810469
36,0.9872589624069112,-2.7958877901745893e-06
37,0.9872398755158394,-1.9086891071884438e-05
38,0.9881554161184566,0.0009155406026172264
39,0.9885640088582012,0.0004085927397445843
40,0.988403723315624,-0.00016028554257718763
41,0.9911201468791183,0.00271642356349433
42,0.9910897403586607,-3.040652045760428e-05
43,0.9940256876985069,0.0029359473398461455
44,0.9951637548602765,0.0011380671617696736
45,0.9952622486471475,9.849378687099009e-05
46,0.9958976081015484,0.0006353594544008523
47,0.9971618868784261,0.0012642787768777364
48,0.9976455561129332,0.0004836692345070448
49,0.9976457649200647,2.0880713158533126e-07
50,0.998346155789681,0.0007003908696162631
51,0.9983873240900134,4.116830033240593e-05
52,0.9986555146943967,0.00026819060438332265
53,0.9987259837990129,7.046910461616651e-05
54,0.9987897526396395,6.376884062664345e-05
55,0.9987881980547506,-1.5545848889297886e-06
56,0.9988492963796959,6.109832494527456e-05
57,0.9989865569097169,0.00013726053002105498
58,0.9991090750331727,0.00012251812345576152
59,0.9991246139318992,1.5538898726519257e-05
60,0.9992776850230638,0.0001530710911645805
