n,feature,score,curve_r2
1,so W10p0 EOF10 lag10,,0.0011024104063415
2,so W10p0 EOF10 lag11,,0.0089000844762093
3,so W40p0 EOF3 lag17,,0.0225020965787653
4,so W10p0 EOF10 lag9,,0.0235362792798954
5,so W60p0 EOF7 lag20,,0.0328952498936576
6,so W40p0 EOF3 lag18,,0.0329817154858136
7,so W10p0 EOF10 lag12,,0.0541442851229156
8,so W10p0 EOF7 lag16,,0.074863874907451
9,so W40p0 EOF3 lag16,,0.0772663222460257
10,so W60p0 EOF7 lag19,,0.077404573148204
