N_seeds,W,alpha,mean_val_r2,std_val_r2,mean_val_corr,mean_val_var_ratio,mean_n_features,mean_max_lag,n_folds_used,gap_used,trim_val_start_by,y_transform,pc_transform
80,1,300.0,-1.377050764220739,1.8391699843577218,0.5320558611395446,0.49281587066540533,111.66666666666667,10.0,3,10,maxlag,detrend,detrend
80,1,1000.0,-1.387700396000432,1.6374279931156601,0.501131407509034,0.29546757323631795,111.66666666666667,10.0,3,10,maxlag,detrend,detrend
50,1,1000.0,-1.390953124939829,1.7710781193376242,0.4913419914841152,0.3158959847195733,70.66666666666667,7.666666666666667,3,10,maxlag,detrend,detrend
50,0,1000.0,-1.419004467901634,1.8069803486519855,0.451393221986846,0.30634370493509305,50.0,6.666666666666667,3,10,maxlag,detrend,detrend
50,1,300.0,-1.455963845409593,2.0466567388849723,0.5211952443342276,0.5052344545265502,70.66666666666667,7.666666666666667,3,10,maxlag,detrend,detrend
80,0,1000.0,-1.4819088230288175,1.7198588815228864,0.488269023605527,0.2693628899811977,80.0,10.0,3,10,maxlag,detrend,detrend
30,1,1000.0,-1.4957018396707022,1.7660706373312232,0.4911296666601799,0.3152089840737055,45.0,6.0,3,10,maxlag,detrend,detrend
80,0,300.0,-1.5248732836128116,2.0129189165086365,0.5233636680285106,0.4664861502598994,80.0,10.0,3,10,maxlag,detrend,detrend
50,0,300.0,-1.527122804257241,2.0757405415527588,0.47868042267961997,0.49383339092784206,50.0,6.666666666666667,3,10,maxlag,detrend,detrend
80,1,100.0,-1.5404354691414197,2.114068397118252,0.5571824076810067,0.6544799238575597,111.66666666666667,10.0,3,10,maxlag,detrend,detrend
30,1,300.0,-1.54818994968871,1.9445618518912902,0.49928291977322076,0.49728764049005303,45.0,6.0,3,10,maxlag,detrend,detrend
30,0,1000.0,-1.553648219655928,1.7649706140786088,0.4390917215518293,0.28908634462108956,30.0,5.0,3,10,maxlag,detrend,detrend
20,1,1000.0,-1.5949362464135672,1.7803148523317687,0.42870240851307534,0.31103165801418625,32.0,5.666666666666667,3,10,maxlag,detrend,detrend
20,0,1000.0,-1.6384374498378158,1.693575948528325,0.40510870167726803,0.262917441083455,20.0,4.666666666666667,3,10,maxlag,detrend,detrend
30,0,300.0,-1.6455792956694015,1.9610973956081668,0.44743308715019015,0.47432394840025777,30.0,5.0,3,10,maxlag,detrend,detrend
5,0,1000.0,-1.6465656570000544,1.3523871894436847,0.3685439790084757,0.13523616598946941,5.0,1.6666666666666667,3,10,maxlag,detrend,detrend
30,1,100.0,-1.6582997904117505,2.189971430645558,0.5124831438039096,0.6426793737317431,45.0,6.0,3,10,maxlag,detrend,detrend
10,0,1000.0,-1.6629575137924792,1.639214823174378,0.3577927969555575,0.19673734610435234,10.0,3.6666666666666665,3,10,maxlag,detrend,detrend
15,1,1000.0,-1.6921427103349913,1.8664433723239264,0.3929323731124581,0.2849632505050066,25.333333333333332,5.0,3,10,maxlag,detrend,detrend
10,1,1000.0,-1.7051918695216859,1.8063510289253581,0.3528687595791402,0.2725930571029933,18.666666666666668,4.666666666666667,3,10,maxlag,detrend,detrend
15,0,1000.0,-1.7177126044796995,1.7563085426347453,0.3886101869501067,0.23244928200676204,15.0,4.0,3,10,maxlag,detrend,detrend
50,1,100.0,-1.7437981714666473,2.5238501083096954,0.5388962844532311,0.6584606671955505,70.66666666666667,7.666666666666667,3,10,maxlag,detrend,detrend
30,0,100.0,-1.7533862977400532,2.1711549925656892,0.4617446338634698,0.62788284900353,30.0,5.0,3,10,maxlag,detrend,detrend
80,1,30.0,-1.799811762854801,2.3707411752428666,0.5963046361806315,0.7639215173293928,111.66666666666667,10.0,3,10,maxlag,detrend,detrend
5,1,1000.0,-1.8133734030075406,1.5425934415615292,0.39168072315151575,0.20163832447755362,9.333333333333334,2.6666666666666665,3,10,maxlag,detrend,detrend
80,0,100.0,-1.8193353892644823,2.520187274419369,0.5504961448171374,0.6478432544425228,80.0,10.0,3,10,maxlag,detrend,detrend
20,1,300.0,-1.841941171111772,2.017532152283298,0.42362685678784645,0.5004845869835576,32.0,5.666666666666667,3,10,maxlag,detrend,detrend
50,0,100.0,-1.8420336454264665,2.5560232524485835,0.5044179135183359,0.6469205045239524,50.0,6.666666666666667,3,10,maxlag,detrend,detrend
30,1,30.0,-1.896255051683271,2.683364560028675,0.5413100292661986,0.7721533112068707,45.0,6.0,3,10,maxlag,detrend,detrend
20,0,300.0,-1.9042308960480028,1.9435546711134382,0.405906067842375,0.45417814641703397,20.0,4.666666666666667,3,10,maxlag,detrend,detrend
5,0,300.0,-1.90480075273074,1.5633252928769097,0.36694329099434175,0.2962389949528667,5.0,1.6666666666666667,3,10,maxlag,detrend,detrend
10,0,300.0,-1.9265759557580093,1.8819549155750017,0.3534261001917209,0.37943218220650216,10.0,3.6666666666666665,3,10,maxlag,detrend,detrend
30,0,30.0,-1.950053852271333,2.612435763117815,0.4945588399899199,0.7679656829339739,30.0,5.0,3,10,maxlag,detrend,detrend
10,1,300.0,-1.9888069022013262,2.033916145547711,0.34350973217159125,0.46272238168099894,18.666666666666668,4.666666666666667,3,10,maxlag,detrend,detrend
15,1,300.0,-1.9929975350901785,2.1028168218671586,0.3770603947091364,0.4630183595492409,25.333333333333332,5.0,3,10,maxlag,detrend,detrend
15,0,300.0,-2.0171801671258778,2.0340431545582027,0.3846005475446695,0.4129995943946898,15.0,4.0,3,10,maxlag,detrend,detrend
80,1,10.0,-2.106112803704781,2.565481723572379,0.6289269513496943,0.7968129353930257,111.66666666666667,10.0,3,10,maxlag,detrend,detrend
5,1,300.0,-2.1724669469330204,1.7839649668588782,0.3884417014442539,0.38443472463511746,9.333333333333334,2.6666666666666665,3,10,maxlag,detrend,detrend
20,1,100.0,-2.203664967867173,2.2671541527490424,0.4169699201382768,0.6442635340544077,32.0,5.666666666666667,3,10,maxlag,detrend,detrend
20,0,100.0,-2.237607188478336,2.1596670290460147,0.40288379811071756,0.6060397356920668,20.0,4.666666666666667,3,10,maxlag,detrend,detrend
30,1,10.0,-2.250150788701314,3.256033702828671,0.570330820973857,0.8627754134810983,45.0,6.0,3,10,maxlag,detrend,detrend
30,0,10.0,-2.2530722669023926,3.150584463905136,0.5316264169651558,0.8712024584427412,30.0,5.0,3,10,maxlag,detrend,detrend
10,0,100.0,-2.269043237324693,2.077671933889733,0.3408113997034801,0.5383145546417543,10.0,3.6666666666666665,3,10,maxlag,detrend,detrend
10,1,100.0,-2.319817739416503,2.172144637736474,0.32201949902258026,0.6030422567047461,18.666666666666668,4.666666666666667,3,10,maxlag,detrend,detrend
50,1,30.0,-2.33383261088734,3.3317422135970602,0.5565168507367214,0.7823718538895282,70.66666666666667,7.666666666666667,3,10,maxlag,detrend,detrend
5,0,100.0,-2.36039998149983,1.9066567977699918,0.36301408850350264,0.4576149074307492,5.0,1.6666666666666667,3,10,maxlag,detrend,detrend
15,0,100.0,-2.375210339695059,2.2410261151674162,0.37180087937990963,0.5589304867584376,15.0,4.0,3,10,maxlag,detrend,detrend
15,1,100.0,-2.3903716183195938,2.3309992424038835,0.3481775637069336,0.6015259841563474,25.333333333333332,5.0,3,10,maxlag,detrend,detrend
80,0,30.0,-2.4396978799239255,3.349973309743061,0.5783325678032673,0.803398766721204,80.0,10.0,3,10,maxlag,detrend,detrend
50,0,30.0,-2.4941176733179025,3.484881680798753,0.5320431638322153,0.7777592552138503,50.0,6.666666666666667,3,10,maxlag,detrend,detrend
5,1,100.0,-2.5737902995427264,1.9602890149264902,0.37879190190287854,0.5316251528915127,9.333333333333334,2.6666666666666665,3,10,maxlag,detrend,detrend
30,0,3.0,-2.5751825909335055,3.614792624015283,0.5608467209759803,0.9549080991859068,30.0,5.0,3,10,maxlag,detrend,detrend
20,0,30.0,-2.6359766390661723,2.4022588222941317,0.40629907402241255,0.7318612768981893,20.0,4.666666666666667,3,10,maxlag,detrend,detrend
10,0,30.0,-2.646167803641172,2.2287512945722208,0.31177931785126684,0.6638530216681531,10.0,3.6666666666666665,3,10,maxlag,detrend,detrend
30,1,3.0,-2.665802946220848,3.7800247070571387,0.5853855573151278,0.934940125266254,45.0,6.0,3,10,maxlag,detrend,detrend
10,1,30.0,-2.74115042908216,2.378570592160899,0.286006563536939,0.7000926266813384,18.666666666666668,4.666666666666667,3,10,maxlag,detrend,detrend
20,1,30.0,-2.7502982808156275,2.6641895258570494,0.4319549893966559,0.7709989363996637,32.0,5.666666666666667,3,10,maxlag,detrend,detrend
30,0,1.0,-2.7562723272198326,3.77504671509996,0.5669371761402463,1.010620559726574,30.0,5.0,3,10,maxlag,detrend,detrend
80,1,3.0,-2.795949514786491,3.119186978771982,0.6069040974715092,0.7949160201463208,111.66666666666667,10.0,3,10,maxlag,detrend,detrend
5,0,30.0,-2.8153658593614295,2.154791939136471,0.35298318023099967,0.584213223441345,5.0,1.6666666666666667,3,10,maxlag,detrend,detrend
15,0,30.0,-2.853206011291304,2.529489990052966,0.3446130616964031,0.676278039042557,15.0,4.0,3,10,maxlag,detrend,detrend
30,0,0.3,-2.891400175371949,3.738755187944971,0.5543405996979793,1.0526099433846605,30.0,5.0,3,10,maxlag,detrend,detrend
