year,amoc_true,amoc_pred,is_used,is_train,is_test,split_year,alpha,test_r2,model,target,mode,features
1850,19.6227970123291,,False,False,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1851,19.769662857055664,0.04506498733508279,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1852,19.759084701538086,0.09175446133760876,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1853,19.798917770385742,0.04628220635212524,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1854,19.8328857421875,0.021434212269431815,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1855,19.831308364868164,0.07524511182374456,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1856,19.643665313720703,-0.1239070027252017,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1857,19.671550750732422,-0.09438353063619091,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1858,19.914640426635742,0.015756780453334923,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1859,19.560070037841797,-0.2128272809342232,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1860,19.415983200073242,-0.3063803369532106,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1861,19.17015838623047,-0.2675589099034621,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1862,19.362401962280273,-0.21093726600000853,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1863,19.161592483520508,-0.13227752572846782,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1864,19.162385940551758,-0.17716993889426533,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1865,19.38077735900879,-0.18659881621074279,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1866,19.59024429321289,-0.2647744550549877,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1867,19.594005584716797,-0.28202567684392243,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1868,19.30442237854004,-0.24442615356319602,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1869,19.179080963134766,-0.16754896719950327,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1870,19.16176414489746,-0.10975408153144232,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1871,19.645307540893555,-0.22687954892850526,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1872,19.41036033630371,-0.2554501026117983,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1873,19.36850929260254,-0.2581473932711011,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1874,19.55683135986328,-0.11647487263907587,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1875,19.866552352905273,0.01101792976293419,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1876,20.126935958862305,0.11340045697676376,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1877,20.198383331298828,0.24211144343971067,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1878,19.878381729125977,0.03586711615685085,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1879,19.859804153442383,0.005600173817940767,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1880,19.64020538330078,-0.0206592791048164,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1881,19.87772560119629,0.10178107369126836,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1882,20.37451171875,0.2034343514980338,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1883,20.44580841064453,0.33446613028525274,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1884,20.521076202392578,0.35995727478290074,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1885,20.297441482543945,0.3323924124887909,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1886,20.313806533813477,0.21484839656521393,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1887,19.928117752075195,0.0005992706836796723,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1888,19.819517135620117,0.0460265632832251,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1889,19.98777198791504,0.1409256795482185,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1890,19.9129695892334,0.07860943828601046,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1891,19.940074920654297,0.011622566166525196,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1892,19.66074562072754,-0.061457414617221304,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1893,19.802696228027344,0.038554041457090425,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1894,19.77271270751953,0.03395661085350343,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1895,19.800573348999023,0.10956343939980408,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1896,19.381763458251953,0.13631046150016388,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1897,19.413068771362305,-0.029561948376108284,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1898,19.249202728271484,0.08435696353154219,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1899,19.527009963989258,0.2643985212120887,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1900,19.4896240234375,0.1969978709922242,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1901,19.79644775390625,0.15215872474627942,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1902,19.626562118530273,0.15311337394163924,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1903,19.71700096130371,0.04802315956479934,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1904,19.747432708740234,0.07297980912902663,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1905,20.036890029907227,0.14221771292639643,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1906,19.81548309326172,0.03475344794026748,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1907,19.862979888916016,0.1497613320010678,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1908,20.02680015563965,0.18797452836495065,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1909,19.937292098999023,0.1583809358888531,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1910,19.627674102783203,0.10878805048149703,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1911,19.974695205688477,0.15143460898157915,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1912,19.637739181518555,0.09921767831639605,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1913,19.955141067504883,0.05967707082155558,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1914,20.223663330078125,0.0638597240294466,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1915,20.62311363220215,0.20418436153498587,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1916,20.453454971313477,-0.015141422284535515,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1917,20.069488525390625,-0.09829030146771912,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1918,19.725505828857422,0.1972614053801851,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1919,19.61687469482422,0.2646799438488608,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1920,19.817033767700195,0.19045126903687354,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1921,19.57129669189453,0.11791123149937748,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1922,19.687257766723633,0.11043546198312952,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1923,19.939191818237305,0.15476727151589334,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1924,20.160615921020508,0.196746333864391,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1925,20.01377296447754,0.3584553585584967,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1926,19.82040786743164,0.3067224944166905,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1927,19.968929290771484,0.4345481179389947,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1928,19.499828338623047,0.21651761617680718,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1929,19.511173248291016,0.015097029237685067,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1930,18.94099998474121,0.05114641511411009,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1931,18.883142471313477,-0.1277647632191361,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1932,19.161746978759766,-0.1307952273090985,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1933,18.756681442260742,-0.05827040826862016,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1934,18.839765548706055,-0.0412854040160618,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1935,19.266878128051758,-0.3285767349922396,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1936,18.936382293701172,-0.27092315856481647,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1937,18.75449562072754,-0.19807284647427645,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1938,18.731775283813477,-0.2143874881225252,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1939,18.99927520751953,-0.28440736253222965,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1940,19.076383590698242,-0.3382186156396948,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1941,19.301952362060547,-0.3904172830539659,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1942,19.39759063720703,-0.3578239191472101,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1943,18.995088577270508,-0.44804918909360003,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1944,19.394550323486328,-0.2815409441282602,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1945,19.525842666625977,-0.2928861193218078,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1946,19.33553123474121,-0.2158462379418358,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1947,19.239534378051758,-0.2690504315532073,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1948,19.193157196044922,-0.3385096342247644,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1949,19.609649658203125,-0.07929773678449428,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1950,19.834383010864258,-0.16790179607447522,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1951,19.800134658813477,-0.009790385919162209,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1952,19.241804122924805,0.07105066976854897,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1953,19.322717666625977,0.22542920863862567,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1954,19.228824615478516,0.30601245712064534,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1955,19.575157165527344,0.16612612600651538,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1956,19.523073196411133,0.21601407106160722,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1957,19.508625030517578,0.19491938470534442,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1958,19.571550369262695,0.24794132563976934,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1959,19.23484230041504,0.18755863744780651,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1960,19.195383071899414,0.13338277432736623,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
1961,19.136030197143555,-0.06574136390024668,True,True,False,1989,10.0,-1.1904194797240977,MPI-ESM1-2-LR,AMOC_45N_ensmean,ensmean,so W60p0 EOF1 lag1
