n,feature,score,curve_r2
1,thetao W60p0 EOF2 lag0,,0.3704690540399639
2,so W60p0 EOF1 lag0,,0.7040355143905148
3,so W60p0 EOF1 lag1,,0.7053392517212538
4,so W60p0 EOF1 lag2,,0.7064249537750831
5,so W60p0 EOF1 lag3,,0.7089548877215044
6,thetao W10p0 EOF2 lag0,,0.7089787751517115
7,so W30p0 EOF1 lag3,,0.7245525078827041
8,thetao W40p0 EOF3 lag0,,0.7534794542418943
9,so W40p0 EOF2 lag1,,0.8473558554278908
10,so W40p0 EOF2 lag2,,0.8484723888098644
