n,feature,score,curve_r2
1,so W30p0 EOF1 lag0,,0.8995180013306592
2,so W20p0 EOF1 lag0,,0.9004851673719109
3,so W30p0 EOF1 lag1,,0.903707217022035
4,so W30p0 EOF1 lag2,,0.9050558900050852
5,so W20p0 EOF1 lag1,,0.9093460056629018
6,so W30p0 EOF1 lag3,,0.9091061858480824
7,so W60p0 EOF1 lag0,,0.9355409578098808
8,so W20p0 EOF1 lag2,,0.9412307546288428
9,so W20p0 EOF1 lag3,,0.9405587031359234
10,so W30p0 EOF1 lag4,,0.9415976215210192
