n,delta_r2,post_r2,var,lon_tag,mode,lag
14,0.04501001495767232,0.1964889745991527,thetao,W10p0,2,8
16,0.029818201230822128,0.2516821379308182,thetao,W60p0,2,2
44,0.02938714963202893,0.4254732741133719,thetao,W60p0,2,3
36,0.026994782649571225,0.3724759408330717,thetao,W20p0,3,20
15,0.025374962100843335,0.22186393669999604,thetao,W10p0,2,9
8,0.023056505290792728,0.1087483059586265,thetao,W40p0,5,1
4,0.02065810715701366,0.05244188135454053,thetao,W40p0,5,2
13,0.02002534186877236,0.1514789596414804,so,W30p0,1,2
7,0.01742687441873836,0.08569180066783377,so,W30p0,1,3
21,0.016426375904820323,0.30109963800844464,thetao,W10p0,2,7
6,0.014464262637132408,0.06826492624909541,thetao,W60p0,2,1
20,0.01427999638194466,0.2846732621036243,thetao,W10p0,2,10
11,0.011531603358203246,0.1246576105324173,so,W60p0,1,1
52,0.01078578769884686,0.44869357524213005,so,W60p0,1,20
