alpha,mean_cv_r2,std_cv_r2,n_folds_used
300.0,-1.320386182646723,1.2540076024583255,3
100.0,-1.456209170773292,1.2585702915894974,3
70.0,-1.5384990570720358,1.2674318131329645,3
60.0,-1.5816141252156146,1.2725561881315646,3
50.0,-1.6386099619067214,1.2791046928595324,3
40.0,-1.7167220441518012,1.286548638963913,3
30.0,-1.828446540849793,1.2913754647547893,3
0.01,-1.9220756574922777,1.1403074787640148,3
0.03,-1.927500884702302,1.1348718007435534,3
0.1,-1.9459817323820718,1.116560826900998,3
0.3,-1.994666964067313,1.0700385455155141,3
1.0,-2.125245553636288,0.9631421288579936,3
10.0,-2.2347873240963034,1.1673120028170612,3
3.0,-2.294534957178164,0.922134428306358,3
4.0,-2.3199325586488904,0.9573225097358801,3
5.0,-2.325331329675695,0.9996563041176486,3
