n,feature,score,curve_r2
1,so W40p0 EOF2 lag3,,0.0002931752990258
2,so W40p0 EOF2 lag2,,0.005730196046079
3,so W40p0 EOF2 lag4,,0.0061565752579787
4,so W10p0 EOF2 lag0,,0.0345150167995966
5,so W10p0 EOF2 lag1,,0.0413426086855837
6,so W40p0 EOF2 lag5,,0.0417844064291518
7,so W60p0 EOF1 lag1,,0.0883561630111188
8,so W40p0 EOF5 lag1,,0.1413405125034734
9,thetao W40p0 EOF10 lag0,,0.1683515641035889
10,so W60p0 EOF1 lag0,,0.1754193312538179
